"","Month-Year","State","Population"
"1","Jan-1991","NSW","200040"
"2","Feb-1991","NSW","145330"
"3","Mar-1991","NSW","148690"
"4","Apr-1991","NSW","128400"
"5","May-1991","NSW","126650"
"6","Jun-1991","NSW","130490"
"7","Jul-1991","NSW","180370"
"8","Aug-1991","NSW","165210"
"9","Sep-1991","NSW","167770"
"10","Oct-1991","NSW","194000"
"11","Nov-1991","NSW","168630"
"12","Dec-1991","NSW","171440"
"13","Jan-1992","NSW","208490"
"14","Feb-1992","NSW","177030"
"15","Mar-1992","NSW","166970"
"16","Apr-1992","NSW","168630"
"17","May-1992","NSW","144520"
"18","Jun-1992","NSW","138280"
"19","Jul-1992","NSW","190320"
"20","Aug-1992","NSW","168210"
"21","Sep-1992","NSW","163120"
"22","Oct-1992","NSW","201120"
"23","Nov-1992","NSW","188030"
"24","Dec-1992","NSW","193500"
"25","Jan-1993","NSW","235300"
"26","Feb-1993","NSW","190060"
"27","Mar-1993","NSW","181600"
"28","Apr-1993","NSW","177210"
"29","May-1993","NSW","158060"
"30","Jun-1993","NSW","155660"
"31","Jul-1993","NSW","217580"
"32","Aug-1993","NSW","183970"
"33","Sep-1993","NSW","186260"
"34","Oct-1993","NSW","243420"
"35","Nov-1993","NSW","190640"
"36","Dec-1993","NSW","206130"
"37","Jan-1994","NSW","243520"
"38","Feb-1994","NSW","214070"
"39","Mar-1994","NSW","215970"
"40","Apr-1994","NSW","202350"
"41","May-1994","NSW","163350"
"42","Jun-1994","NSW","171740"
"43","Jul-1994","NSW","234820"
"44","Aug-1994","NSW","202050"
"45","Sep-1994","NSW","197900"
"46","Oct-1994","NSW","242620"
"47","Nov-1994","NSW","209510"
"48","Dec-1994","NSW","225780"
"49","Jan-1995","NSW","265880"
"50","Feb-1995","NSW","226040"
"51","Mar-1995","NSW","214450"
"52","Apr-1995","NSW","211740"
"53","May-1995","NSW","183940"
"54","Jun-1995","NSW","190790"
"55","Jul-1995","NSW","262690"
"56","Aug-1995","NSW","216570"
"57","Sep-1995","NSW","217210"
"58","Oct-1995","NSW","263570"
"59","Nov-1995","NSW","232870"
"60","Dec-1995","NSW","251050"
"61","Jan-1996","NSW","290390"
"62","Feb-1996","NSW","261400"
"63","Mar-1996","NSW","246790"
"64","Apr-1996","NSW","244830"
"65","May-1996","NSW","190920"
"66","Jun-1996","NSW","212720"
"67","Jul-1996","NSW","262870"
"68","Aug-1996","NSW","235390"
"69","Sep-1996","NSW","231460"
"70","Oct-1996","NSW","282510"
"71","Nov-1996","NSW","258200"
"72","Dec-1996","NSW","276510"
"73","Jan-1997","NSW","302810"
"74","Feb-1997","NSW","262180"
"75","Mar-1997","NSW","261410"
"76","Apr-1997","NSW","227470"
"77","May-1997","NSW","208830"
"78","Jun-1997","NSW","220440"
"79","Jul-1997","NSW","275950"
"80","Aug-1997","NSW","233190"
"81","Sep-1997","NSW","246730"
"82","Oct-1997","NSW","287990"
"83","Nov-1997","NSW","258800"
"84","Dec-1997","NSW","262250"
"85","Jan-1998","NSW","301960"
"86","Feb-1998","NSW","258940"
"87","Mar-1998","NSW","239180"
"88","Apr-1998","NSW","256380"
"89","May-1998","NSW","216750"
"90","Jun-1998","NSW","216200"
"91","Jul-1998","NSW","286620"
"92","Aug-1998","NSW","258290"
"93","Sep-1998","NSW","240800"
"94","Oct-1998","NSW","290090"
"95","Nov-1998","NSW","254280"
"96","Dec-1998","NSW","274040"
"97","Jan-1999","NSW","314160"
"98","Feb-1999","NSW","272390"
"99","Mar-1999","NSW","260970"
"100","Apr-1999","NSW","256760"
"101","May-1999","NSW","218310"
"102","Jun-1999","NSW","215440"
"103","Jul-1999","NSW","290330"
"104","Aug-1999","NSW","257830"
"105","Sep-1999","NSW","261350"
"106","Oct-1999","NSW","304800"
"107","Nov-1999","NSW","288540"
"108","Dec-1999","NSW","295410"
"109","Jan-2000","NSW","312150"
"110","Feb-2000","NSW","303730"
"111","Mar-2000","NSW","280620"
"112","Apr-2000","NSW","302080"
"113","May-2000","NSW","252680"
"114","Jun-2000","NSW","244670"
"115","Jul-2000","NSW","318120"
"116","Aug-2000","NSW","273790"
"117","Sep-2000","NSW","368030"
"118","Oct-2000","NSW","349200"
"119","Nov-2000","NSW","316230"
"120","Dec-2000","NSW","345280"
"121","Jan-2001","NSW","371970"
"122","Feb-2001","NSW","306740"
"123","Mar-2001","NSW","290810"
"124","Apr-2001","NSW","295020"
"125","May-2001","NSW","255960"
"126","Jun-2001","NSW","256450"
"127","Jul-2001","NSW","325530"
"128","Aug-2001","NSW","280620"
"129","Sep-2001","NSW","272120"
"130","Oct-2001","NSW","298490"
"131","Nov-2001","NSW","254210"
"132","Dec-2001","NSW","320700"
"133","Jan-2002","NSW","332890"
"134","Feb-2002","NSW","288360"
"135","Mar-2002","NSW","296120"
"136","Apr-2002","NSW","276690"
"137","May-2002","NSW","241180"
"138","Jun-2002","NSW","237710"
"139","Jul-2002","NSW","314650"
"140","Aug-2002","NSW","271350"
"141","Sep-2002","NSW","266780"
"142","Oct-2002","NSW","332530"
"143","Nov-2002","NSW","280090"
"144","Dec-2002","NSW","313320"
"145","Jan-2003","NSW","353480"
"146","Feb-2003","NSW","289070"
"147","Mar-2003","NSW","271710"
"148","Apr-2003","NSW","235930"
"149","May-2003","NSW","193930"
"150","Jun-2003","NSW","212830"
"151","Jul-2003","NSW","302590"
"152","Aug-2003","NSW","265000"
"153","Sep-2003","NSW","278020"
"154","Oct-2003","NSW","330480"
"155","Nov-2003","NSW","311300"
"156","Dec-2003","NSW","339100"
"157","Jan-2004","NSW","377430"
"158","Feb-2004","NSW","326340"
"159","Mar-2004","NSW","296670"
"160","Apr-2004","NSW","306280"
"161","May-2004","NSW","268040"
"162","Jun-2004","NSW","266120"
"163","Jul-2004","NSW","359890"
"164","Aug-2004","NSW","304160"
"165","Sep-2004","NSW","299870"
"166","Oct-2004","NSW","373070"
"167","Nov-2004","NSW","326660"
"168","Dec-2004","NSW","367140"
"169","Jan-2005","NSW","445360"
"170","Feb-2005","NSW","352990"
"171","Mar-2005","NSW","351620"
"172","Apr-2005","NSW","324780"
"173","May-2005","NSW","274970"
"174","Jun-2005","NSW","287010"
"175","Jul-2005","NSW","394420"
"176","Aug-2005","NSW","320470"
"177","Sep-2005","NSW","324100"
"178","Oct-2005","NSW","391250"
"179","Nov-2005","NSW","327830"
"180","Dec-2005","NSW","372110"
"181","Jan-2006","NSW","439840"
"182","Feb-2006","NSW","358600"
"183","Mar-2006","NSW","327870"
"184","Apr-2006","NSW","339420"
"185","May-2006","NSW","283520"
"186","Jun-2006","NSW","283630"
"187","Jul-2006","NSW","396920"
"188","Aug-2006","NSW","313900"
"189","Sep-2006","NSW","327500"
"190","Oct-2006","NSW","401640"
"191","Nov-2006","NSW","346390"
"192","Dec-2006","NSW","387920"
"193","Jan-2007","NSW","450590"
"194","Feb-2007","NSW","368620"
"195","Mar-2007","NSW","365930"
"196","Apr-2007","NSW","357600"
"197","May-2007","NSW","291690"
"198","Jun-2007","NSW","305030"
"199","Jul-2007","NSW","402220"
"200","Aug-2007","NSW","343590"
"201","Sep-2007","NSW","347710"
"202","Oct-2007","NSW","414980"
"203","Nov-2007","NSW","369680"
"204","Dec-2007","NSW","398060"
"205","Jan-2008","NSW","474010"
"206","Feb-2008","NSW","411130"
"207","Mar-2008","NSW","384460"
"208","Apr-2008","NSW","353470"
"209","May-2008","NSW","317200"
"210","Jun-2008","NSW","316190"
"211","Jul-2008","NSW","440120"
"212","Aug-2008","NSW","353780"
"213","Sep-2008","NSW","338170"
"214","Oct-2008","NSW","410770"
"215","Nov-2008","NSW","356010"
"216","Dec-2008","NSW","392130"
"217","Jan-2009","NSW","468160"
"218","Feb-2009","NSW","381520"
"219","Mar-2009","NSW","355560"
"220","Apr-2009","NSW","371230"
"221","May-2009","NSW","313720"
"222","Jun-2009","NSW","302710"
"223","Jul-2009","NSW","404120"
"224","Aug-2009","NSW","376170"
"225","Sep-2009","NSW","362350"
"226","Oct-2009","NSW","449120"
"227","Nov-2009","NSW","375460"
"228","Dec-2009","NSW","434590"
"229","Jan-2010","NSW","516870"
"230","Feb-2010","NSW","413430"
"231","Mar-2010","NSW","391990"
"232","Apr-2010","NSW","389460"
"233","May-2010","NSW","328820"
"234","Jun-2010","NSW","337430"
"235","Jul-2010","NSW","460500"
"236","Aug-2010","NSW","390060"
"237","Sep-2010","NSW","396340"
"238","Oct-2010","NSW","481710"
"239","Nov-2010","NSW","403660"
"240","Dec-2010","NSW","446740"
"241","Jan-2011","NSW","548220"
"242","Feb-2011","NSW","441270"
"243","Mar-2011","NSW","397460"
"244","Apr-2011","NSW","414790"
"245","May-2011","NSW","362840"
"246","Jun-2011","NSW","347000"
"247","Jul-2011","NSW","479660"
"248","Aug-2011","NSW","405470"
"249","Sep-2011","NSW","412290"
"250","Oct-2011","NSW","509600"
"251","Nov-2011","NSW","412650"
"252","Dec-2011","NSW","456540"
"253","Jan-2012","NSW","555230"
"254","Feb-2012","NSW","448860"
"255","Mar-2012","NSW","418000"
"256","Apr-2012","NSW","433250"
"257","May-2012","NSW","357640"
"258","Jun-2012","NSW","372450"
"259","Jul-2012","NSW","485970"
"260","Aug-2012","NSW","416730"
"261","Sep-2012","NSW","425390"
"262","Oct-2012","NSW","509360"
"263","Nov-2012","NSW","432850"
"264","Dec-2012","NSW","483010"
"265","Jan-2013","NSW","569860"
"266","Feb-2013","NSW","461110"
"267","Mar-2013","NSW","442500"
"268","Apr-2013","NSW","444230"
"269","May-2013","NSW","389380"
"270","Jun-2013","NSW","402610"
"271","Jul-2013","NSW","516790"
"272","Aug-2013","NSW","443410"
"273","Sep-2013","NSW","460070"
"274","Oct-2013","NSW","544770"
"275","Nov-2013","NSW","464740"
"276","Dec-2013","NSW","525240"
"277","Jan-2014","NSW","632230"
"278","Feb-2014","NSW","499000"
"279","Mar-2014","NSW","467530"
"280","Apr-2014","NSW","476960"
"281","May-2014","NSW","424930"
"282","Jun-2014","NSW","409160"
"283","Jul-2014","NSW","534290"
"284","Aug-2014","NSW","468480"
"285","Sep-2014","NSW","479740"
"286","Oct-2014","NSW","547750"
"287","Nov-2014","NSW","480890"
"288","Dec-2014","NSW","534950"
"289","Jan-2015","NSW","642120"
"290","Feb-2015","NSW","516360"
"291","Mar-2015","NSW","506490"
"292","Apr-2015","NSW","493200"
"293","May-2015","NSW","437070"
"294","Jun-2015","NSW","429850"
"295","Jul-2015","NSW","560700"
"296","Aug-2015","NSW","498990"
"297","Sep-2015","NSW","505900"
"298","Oct-2015","NSW","583690"
"299","Nov-2015","NSW","515240"
"300","Dec-2015","NSW","587670"
"301","Jan-2016","NSW","699530"
"302","Feb-2016","NSW","577680"
"303","Mar-2016","NSW","552650"
"304","Apr-2016","NSW","539300"
"305","May-2016","NSW","475200"
"306","Jun-2016","NSW","461220"
"307","Jul-2016","NSW","629920"
"308","Aug-2016","NSW","528520"
"309","Sep-2016","NSW","539890"
"310","Oct-2016","NSW","644070"
"311","Nov-2016","NSW","555600"
"312","Dec-2016","NSW","632570"
"313","Jan-2017","NSW","785820"
"314","Feb-2017","NSW","612040"
"315","Mar-2017","NSW","570290"
"316","Apr-2017","NSW","619380"
"317","May-2017","NSW","513340"
"318","Jun-2017","NSW","500240"
"319","Jul-2017","NSW","669550"
"320","Aug-2017","NSW","570860"
"321","Sep-2017","NSW","581240"
"322","Oct-2017","NSW","679820"
"323","Nov-2017","NSW","590280"
"324","Dec-2017","NSW","645890"
"325","Jan-2018","NSW","790080"
"326","Feb-2018","NSW","644860"
"327","Mar-2018","NSW","624850"
"328","Apr-2018","NSW","606400"
"329","May-2018","NSW","538120"
"330","Jun-2018","NSW","520100"
"331","Jul-2018","NSW","686690"
"332","Aug-2018","NSW","592030"
"333","Sep-2018","NSW","588180"
"334","Oct-2018","NSW","705920"
"335","Nov-2018","NSW","602150"
"336","Dec-2018","NSW","674150"
"337","Jan-2019","NSW","813630"
"338","Feb-2019","NSW","651190"
"339","Mar-2019","NSW","590880"
"340","Apr-2019","NSW","600940"
"341","May-2019","NSW","570120"
"342","Jun-2019","NSW","535670"
"343","Jul-2019","NSW","670310"
"344","Aug-2019","NSW","618430"
"345","Sep-2019","NSW","595220"
"346","Oct-2019","NSW","699880"
"347","Nov-2019","NSW","603570"
"348","Dec-2019","NSW","655820"
"349","Jan-2020","NSW","803980"
"350","Feb-2020","NSW","546330"
"351","Mar-2020","NSW","303700"
"352","Apr-2020","NSW","7090"
"353","May-2020","NSW","7210"
"354","Jun-2020","NSW","9240"
"355","Jul-2020","NSW","8080"
"356","Aug-2020","NSW","8480"
"357","Sep-2020","NSW","8880"
"358","Oct-2020","NSW","13450"
"359","Nov-2020","NSW","17430"
"360","Dec-2020","NSW","18270"
"361","Jan-2021","NSW","13000"
"362","Feb-2021","NSW","11720"
"363","Mar-2021","NSW","16180"
"364","Apr-2021","NSW","27440"
"365","May-2021","NSW","57680"
"366","Jun-2021","NSW","55290"
"367","Jan-1991","VIC","94560"
"368","Feb-1991","VIC","72500"
"369","Mar-1991","VIC","69330"
"370","Apr-1991","VIC","57320"
"371","May-1991","VIC","58060"
"372","Jun-1991","VIC","60390"
"373","Jul-1991","VIC","81970"
"374","Aug-1991","VIC","74280"
"375","Sep-1991","VIC","76500"
"376","Oct-1991","VIC","92910"
"377","Nov-1991","VIC","80490"
"378","Dec-1991","VIC","75990"
"379","Jan-1992","VIC","94160"
"380","Feb-1992","VIC","83750"
"381","Mar-1992","VIC","67330"
"382","Apr-1992","VIC","68650"
"383","May-1992","VIC","62400"
"384","Jun-1992","VIC","61840"
"385","Jul-1992","VIC","82110"
"386","Aug-1992","VIC","73710"
"387","Sep-1992","VIC","80550"
"388","Oct-1992","VIC","95400"
"389","Nov-1992","VIC","82490"
"390","Dec-1992","VIC","77370"
"391","Jan-1993","VIC","98710"
"392","Feb-1993","VIC","81250"
"393","Mar-1993","VIC","71470"
"394","Apr-1993","VIC","68860"
"395","May-1993","VIC","70340"
"396","Jun-1993","VIC","62620"
"397","Jul-1993","VIC","86660"
"398","Aug-1993","VIC","73540"
"399","Sep-1993","VIC","78120"
"400","Oct-1993","VIC","89340"
"401","Nov-1993","VIC","85490"
"402","Dec-1993","VIC","84270"
"403","Jan-1994","VIC","104380"
"404","Feb-1994","VIC","84500"
"405","Mar-1994","VIC","82670"
"406","Apr-1994","VIC","72530"
"407","May-1994","VIC","62840"
"408","Jun-1994","VIC","69130"
"409","Jul-1994","VIC","96290"
"410","Aug-1994","VIC","76000"
"411","Sep-1994","VIC","89170"
"412","Oct-1994","VIC","102390"
"413","Nov-1994","VIC","86580"
"414","Dec-1994","VIC","91660"
"415","Jan-1995","VIC","110440"
"416","Feb-1995","VIC","102280"
"417","Mar-1995","VIC","85020"
"418","Apr-1995","VIC","91030"
"419","May-1995","VIC","69840"
"420","Jun-1995","VIC","73600"
"421","Jul-1995","VIC","102770"
"422","Aug-1995","VIC","83870"
"423","Sep-1995","VIC","91350"
"424","Oct-1995","VIC","106170"
"425","Nov-1995","VIC","94830"
"426","Dec-1995","VIC","98630"
"427","Jan-1996","VIC","119120"
"428","Feb-1996","VIC","106600"
"429","Mar-1996","VIC","98550"
"430","Apr-1996","VIC","92100"
"431","May-1996","VIC","75610"
"432","Jun-1996","VIC","88440"
"433","Jul-1996","VIC","111820"
"434","Aug-1996","VIC","94390"
"435","Sep-1996","VIC","104670"
"436","Oct-1996","VIC","120470"
"437","Nov-1996","VIC","108690"
"438","Dec-1996","VIC","108160"
"439","Jan-1997","VIC","131290"
"440","Feb-1997","VIC","118720"
"441","Mar-1997","VIC","108140"
"442","Apr-1997","VIC","98600"
"443","May-1997","VIC","83660"
"444","Jun-1997","VIC","92230"
"445","Jul-1997","VIC","141350"
"446","Aug-1997","VIC","104230"
"447","Sep-1997","VIC","114720"
"448","Oct-1997","VIC","130260"
"449","Nov-1997","VIC","113270"
"450","Dec-1997","VIC","115400"
"451","Jan-1998","VIC","133550"
"452","Feb-1998","VIC","121670"
"453","Mar-1998","VIC","108180"
"454","Apr-1998","VIC","105060"
"455","May-1998","VIC","97610"
"456","Jun-1998","VIC","99420"
"457","Jul-1998","VIC","133020"
"458","Aug-1998","VIC","103390"
"459","Sep-1998","VIC","129010"
"460","Oct-1998","VIC","150390"
"461","Nov-1998","VIC","126810"
"462","Dec-1998","VIC","129080"
"463","Jan-1999","VIC","146740"
"464","Feb-1999","VIC","127550"
"465","Mar-1999","VIC","121110"
"466","Apr-1999","VIC","108610"
"467","May-1999","VIC","98140"
"468","Jun-1999","VIC","101370"
"469","Jul-1999","VIC","139330"
"470","Aug-1999","VIC","113370"
"471","Sep-1999","VIC","126310"
"472","Oct-1999","VIC","154720"
"473","Nov-1999","VIC","125410"
"474","Dec-1999","VIC","127940"
"475","Jan-2000","VIC","151370"
"476","Feb-2000","VIC","137380"
"477","Mar-2000","VIC","129770"
"478","Apr-2000","VIC","130770"
"479","May-2000","VIC","104050"
"480","Jun-2000","VIC","107030"
"481","Jul-2000","VIC","151300"
"482","Aug-2000","VIC","131060"
"483","Sep-2000","VIC","136770"
"484","Oct-2000","VIC","165500"
"485","Nov-2000","VIC","151490"
"486","Dec-2000","VIC","145580"
"487","Jan-2001","VIC","172660"
"488","Feb-2001","VIC","159900"
"489","Mar-2001","VIC","134700"
"490","Apr-2001","VIC","140700"
"491","May-2001","VIC","110260"
"492","Jun-2001","VIC","117750"
"493","Jul-2001","VIC","171570"
"494","Aug-2001","VIC","129610"
"495","Sep-2001","VIC","141080"
"496","Oct-2001","VIC","158940"
"497","Nov-2001","VIC","128330"
"498","Dec-2001","VIC","145610"
"499","Jan-2002","VIC","169500"
"500","Feb-2002","VIC","151870"
"501","Mar-2002","VIC","150990"
"502","Apr-2002","VIC","131350"
"503","May-2002","VIC","116210"
"504","Jun-2002","VIC","119810"
"505","Jul-2002","VIC","163050"
"506","Aug-2002","VIC","136400"
"507","Sep-2002","VIC","145030"
"508","Oct-2002","VIC","168170"
"509","Nov-2002","VIC","142850"
"510","Dec-2002","VIC","152050"
"511","Jan-2003","VIC","173170"
"512","Feb-2003","VIC","159240"
"513","Mar-2003","VIC","141300"
"514","Apr-2003","VIC","109070"
"515","May-2003","VIC","93810"
"516","Jun-2003","VIC","105500"
"517","Jul-2003","VIC","152430"
"518","Aug-2003","VIC","131070"
"519","Sep-2003","VIC","148640"
"520","Oct-2003","VIC","173250"
"521","Nov-2003","VIC","157500"
"522","Dec-2003","VIC","166750"
"523","Jan-2004","VIC","194430"
"524","Feb-2004","VIC","177510"
"525","Mar-2004","VIC","160170"
"526","Apr-2004","VIC","161160"
"527","May-2004","VIC","133470"
"528","Jun-2004","VIC","140360"
"529","Jul-2004","VIC","199530"
"530","Aug-2004","VIC","153960"
"531","Sep-2004","VIC","170110"
"532","Oct-2004","VIC","197170"
"533","Nov-2004","VIC","175530"
"534","Dec-2004","VIC","184570"
"535","Jan-2005","VIC","229320"
"536","Feb-2005","VIC","194130"
"537","Mar-2005","VIC","183080"
"538","Apr-2005","VIC","167200"
"539","May-2005","VIC","141490"
"540","Jun-2005","VIC","150940"
"541","Jul-2005","VIC","215150"
"542","Aug-2005","VIC","170660"
"543","Sep-2005","VIC","185540"
"544","Oct-2005","VIC","209120"
"545","Nov-2005","VIC","181350"
"546","Dec-2005","VIC","193690"
"547","Jan-2006","VIC","234030"
"548","Feb-2006","VIC","197310"
"549","Mar-2006","VIC","188570"
"550","Apr-2006","VIC","168420"
"551","May-2006","VIC","148210"
"552","Jun-2006","VIC","166050"
"553","Jul-2006","VIC","209960"
"554","Aug-2006","VIC","172490"
"555","Sep-2006","VIC","202810"
"556","Oct-2006","VIC","212490"
"557","Nov-2006","VIC","190550"
"558","Dec-2006","VIC","214790"
"559","Jan-2007","VIC","245720"
"560","Feb-2007","VIC","205170"
"561","Mar-2007","VIC","208070"
"562","Apr-2007","VIC","191570"
"563","May-2007","VIC","165280"
"564","Jun-2007","VIC","178090"
"565","Jul-2007","VIC","228010"
"566","Aug-2007","VIC","189080"
"567","Sep-2007","VIC","197060"
"568","Oct-2007","VIC","236810"
"569","Nov-2007","VIC","206470"
"570","Dec-2007","VIC","215730"
"571","Jan-2008","VIC","259240"
"572","Feb-2008","VIC","227370"
"573","Mar-2008","VIC","219000"
"574","Apr-2008","VIC","203180"
"575","May-2008","VIC","177550"
"576","Jun-2008","VIC","188170"
"577","Jul-2008","VIC","244540"
"578","Aug-2008","VIC","200120"
"579","Sep-2008","VIC","210980"
"580","Oct-2008","VIC","241570"
"581","Nov-2008","VIC","212690"
"582","Dec-2008","VIC","223440"
"583","Jan-2009","VIC","272380"
"584","Feb-2009","VIC","228270"
"585","Mar-2009","VIC","215250"
"586","Apr-2009","VIC","219670"
"587","May-2009","VIC","183060"
"588","Jun-2009","VIC","187970"
"589","Jul-2009","VIC","257070"
"590","Aug-2009","VIC","214130"
"591","Sep-2009","VIC","233400"
"592","Oct-2009","VIC","266470"
"593","Nov-2009","VIC","231820"
"594","Dec-2009","VIC","253620"
"595","Jan-2010","VIC","305000"
"596","Feb-2010","VIC","258620"
"597","Mar-2010","VIC","241060"
"598","Apr-2010","VIC","228890"
"599","May-2010","VIC","200430"
"600","Jun-2010","VIC","216570"
"601","Jul-2010","VIC","300200"
"602","Aug-2010","VIC","244870"
"603","Sep-2010","VIC","268640"
"604","Oct-2010","VIC","295970"
"605","Nov-2010","VIC","255270"
"606","Dec-2010","VIC","274110"
"607","Jan-2011","VIC","347760"
"608","Feb-2011","VIC","284090"
"609","Mar-2011","VIC","255800"
"610","Apr-2011","VIC","260180"
"611","May-2011","VIC","241720"
"612","Jun-2011","VIC","232150"
"613","Jul-2011","VIC","324500"
"614","Aug-2011","VIC","271610"
"615","Sep-2011","VIC","267070"
"616","Oct-2011","VIC","321400"
"617","Nov-2011","VIC","279300"
"618","Dec-2011","VIC","287130"
"619","Jan-2012","VIC","375150"
"620","Feb-2012","VIC","305230"
"621","Mar-2012","VIC","272660"
"622","Apr-2012","VIC","278840"
"623","May-2012","VIC","235740"
"624","Jun-2012","VIC","252310"
"625","Jul-2012","VIC","342900"
"626","Aug-2012","VIC","283980"
"627","Sep-2012","VIC","294880"
"628","Oct-2012","VIC","340490"
"629","Nov-2012","VIC","290940"
"630","Dec-2012","VIC","313150"
"631","Jan-2013","VIC","376360"
"632","Feb-2013","VIC","307670"
"633","Mar-2013","VIC","292360"
"634","Apr-2013","VIC","291100"
"635","May-2013","VIC","246440"
"636","Jun-2013","VIC","275250"
"637","Jul-2013","VIC","366160"
"638","Aug-2013","VIC","313400"
"639","Sep-2013","VIC","322240"
"640","Oct-2013","VIC","355560"
"641","Nov-2013","VIC","306580"
"642","Dec-2013","VIC","338630"
"643","Jan-2014","VIC","409780"
"644","Feb-2014","VIC","319850"
"645","Mar-2014","VIC","309210"
"646","Apr-2014","VIC","318380"
"647","May-2014","VIC","287290"
"648","Jun-2014","VIC","285740"
"649","Jul-2014","VIC","400640"
"650","Aug-2014","VIC","325810"
"651","Sep-2014","VIC","333300"
"652","Oct-2014","VIC","377380"
"653","Nov-2014","VIC","336050"
"654","Dec-2014","VIC","352790"
"655","Jan-2015","VIC","439110"
"656","Feb-2015","VIC","366510"
"657","Mar-2015","VIC","351950"
"658","Apr-2015","VIC","334690"
"659","May-2015","VIC","298010"
"660","Jun-2015","VIC","309100"
"661","Jul-2015","VIC","415620"
"662","Aug-2015","VIC","358930"
"663","Sep-2015","VIC","371530"
"664","Oct-2015","VIC","413060"
"665","Nov-2015","VIC","370120"
"666","Dec-2015","VIC","401740"
"667","Jan-2016","VIC","481330"
"668","Feb-2016","VIC","407130"
"669","Mar-2016","VIC","369480"
"670","Apr-2016","VIC","373380"
"671","May-2016","VIC","322660"
"672","Jun-2016","VIC","347280"
"673","Jul-2016","VIC","473060"
"674","Aug-2016","VIC","388980"
"675","Sep-2016","VIC","413200"
"676","Oct-2016","VIC","438490"
"677","Nov-2016","VIC","393470"
"678","Dec-2016","VIC","442440"
"679","Jan-2017","VIC","531300"
"680","Feb-2017","VIC","432020"
"681","Mar-2017","VIC","391630"
"682","Apr-2017","VIC","420090"
"683","May-2017","VIC","353010"
"684","Jun-2017","VIC","371490"
"685","Jul-2017","VIC","491160"
"686","Aug-2017","VIC","423360"
"687","Sep-2017","VIC","422720"
"688","Oct-2017","VIC","475610"
"689","Nov-2017","VIC","414150"
"690","Dec-2017","VIC","449050"
"691","Jan-2018","VIC","544980"
"692","Feb-2018","VIC","459680"
"693","Mar-2018","VIC","436350"
"694","Apr-2018","VIC","438950"
"695","May-2018","VIC","368600"
"696","Jun-2018","VIC","404770"
"697","Jul-2018","VIC","549090"
"698","Aug-2018","VIC","462430"
"699","Sep-2018","VIC","471660"
"700","Oct-2018","VIC","524950"
"701","Nov-2018","VIC","461280"
"702","Dec-2018","VIC","486340"
"703","Jan-2019","VIC","596370"
"704","Feb-2019","VIC","500350"
"705","Mar-2019","VIC","458050"
"706","Apr-2019","VIC","455230"
"707","May-2019","VIC","420450"
"708","Jun-2019","VIC","424740"
"709","Jul-2019","VIC","555380"
"710","Aug-2019","VIC","475830"
"711","Sep-2019","VIC","477130"
"712","Oct-2019","VIC","521120"
"713","Nov-2019","VIC","474530"
"714","Dec-2019","VIC","513090"
"715","Jan-2020","VIC","609400"
"716","Feb-2020","VIC","426000"
"717","Mar-2020","VIC","255220"
"718","Apr-2020","VIC","5630"
"719","May-2020","VIC","5020"
"720","Jun-2020","VIC","6050"
"721","Jul-2020","VIC","2070"
"722","Aug-2020","VIC","1500"
"723","Sep-2020","VIC","1940"
"724","Oct-2020","VIC","2960"
"725","Nov-2020","VIC","3570"
"726","Dec-2020","VIC","6960"
"727","Jan-2021","VIC","7570"
"728","Feb-2021","VIC","4960"
"729","Mar-2021","VIC","6000"
"730","Apr-2021","VIC","10740"
"731","May-2021","VIC","20850"
"732","Jun-2021","VIC","9390"
"733","Jan-1991","QLD","79590"
"734","Feb-1991","QLD","62360"
"735","Mar-1991","QLD","70250"
"736","Apr-1991","QLD","61330"
"737","May-1991","QLD","65310"
"738","Jun-1991","QLD","86850"
"739","Jul-1991","QLD","88860"
"740","Aug-1991","QLD","78230"
"741","Sep-1991","QLD","79390"
"742","Oct-1991","QLD","85630"
"743","Nov-1991","QLD","78460"
"744","Dec-1991","QLD","85930"
"745","Jan-1992","QLD","90760"
"746","Feb-1992","QLD","77910"
"747","Mar-1992","QLD","74260"
"748","Apr-1992","QLD","74060"
"749","May-1992","QLD","76890"
"750","Jun-1992","QLD","82740"
"751","Jul-1992","QLD","101150"
"752","Aug-1992","QLD","85420"
"753","Sep-1992","QLD","84340"
"754","Oct-1992","QLD","99230"
"755","Nov-1992","QLD","93200"
"756","Dec-1992","QLD","101780"
"757","Jan-1993","QLD","109460"
"758","Feb-1993","QLD","83090"
"759","Mar-1993","QLD","91340"
"760","Apr-1993","QLD","91540"
"761","May-1993","QLD","91740"
"762","Jun-1993","QLD","95520"
"763","Jul-1993","QLD","104190"
"764","Aug-1993","QLD","104390"
"765","Sep-1993","QLD","95320"
"766","Oct-1993","QLD","107350"
"767","Nov-1993","QLD","108950"
"768","Dec-1993","QLD","117000"
"769","Jan-1994","QLD","108230"
"770","Feb-1994","QLD","109170"
"771","Mar-1994","QLD","103060"
"772","Apr-1994","QLD","93750"
"773","May-1994","QLD","94740"
"774","Jun-1994","QLD","102370"
"775","Jul-1994","QLD","116390"
"776","Aug-1994","QLD","111950"
"777","Sep-1994","QLD","114230"
"778","Oct-1994","QLD","123950"
"779","Nov-1994","QLD","115590"
"780","Dec-1994","QLD","133110"
"781","Jan-1995","QLD","134360"
"782","Feb-1995","QLD","109680"
"783","Mar-1995","QLD","114220"
"784","Apr-1995","QLD","114310"
