"","Month-Year","State","Population"
"1911","Sep-1997","TAS","4790"
"1912","Oct-1997","TAS","4640"
"1913","Nov-1997","TAS","4320"
"1914","Dec-1997","TAS","6340"
"1915","Jan-1998","TAS","5090"
"1916","Feb-1998","TAS","7300"
"1917","Mar-1998","TAS","4530"
"1918","Apr-1998","TAS","3030"
"1919","May-1998","TAS","3080"
"1920","Jun-1998","TAS","5000"
"1921","Jul-1998","TAS","2710"
"1922","Aug-1998","TAS","3440"
"1923","Sep-1998","TAS","4660"
"1924","Oct-1998","TAS","5520"
"1925","Nov-1998","TAS","3850"
"1926","Dec-1998","TAS","5700"
"1927","Jan-1999","TAS","6210"
"1928","Feb-1999","TAS","4860"
"1929","Mar-1999","TAS","4490"
"1930","Apr-1999","TAS","3030"
"1931","May-1999","TAS","3560"
"1932","Jun-1999","TAS","4870"
"1933","Jul-1999","TAS","3950"
"1934","Aug-1999","TAS","4000"
"1935","Sep-1999","TAS","4950"
"1936","Oct-1999","TAS","4450"
"1937","Nov-1999","TAS","4790"
"1938","Dec-1999","TAS","5640"
"1939","Jan-2000","TAS","5220"
"1940","Feb-2000","TAS","8110"
"1941","Mar-2000","TAS","4140"
"1942","Apr-2000","TAS","4300"
"1943","May-2000","TAS","3260"
"1944","Jun-2000","TAS","5090"
"1945","Jul-2000","TAS","4200"
"1946","Aug-2000","TAS","5160"
"1947","Sep-2000","TAS","4460"
"1948","Oct-2000","TAS","6260"
"1949","Nov-2000","TAS","4980"
"1950","Dec-2000","TAS","8390"
"1951","Jan-2001","TAS","6540"
"1952","Feb-2001","TAS","6540"
"1953","Mar-2001","TAS","4300"
"1954","Apr-2001","TAS","4730"
"1955","May-2001","TAS","4000"
"1956","Jun-2001","TAS","5480"
"1957","Jul-2001","TAS","4420"
"1958","Aug-2001","TAS","4680"
"1959","Sep-2001","TAS","6250"
"1960","Oct-2001","TAS","4880"
"1961","Nov-2001","TAS","5540"
"1962","Dec-2001","TAS","6950"
"1963","Jan-2002","TAS","7410"
"1964","Feb-2002","TAS","7540"
"1965","Mar-2002","TAS","5120"
"1966","Apr-2002","TAS","3620"
"1967","May-2002","TAS","3310"
"1968","Jun-2002","TAS","5690"
"1969","Jul-2002","TAS","4250"
"1970","Aug-2002","TAS","4060"
"1971","Sep-2002","TAS","4910"
"1972","Oct-2002","TAS","4760"
"1973","Nov-2002","TAS","5490"
"1974","Dec-2002","TAS","7370"
"1975","Jan-2003","TAS","6470"
"1976","Feb-2003","TAS","8190"
"1977","Mar-2003","TAS","5460"
"1978","Apr-2003","TAS","4080"
"1979","May-2003","TAS","3150"
"1980","Jun-2003","TAS","4660"
"1981","Jul-2003","TAS","3730"
"1982","Aug-2003","TAS","3980"
"1983","Sep-2003","TAS","6810"
"1984","Oct-2003","TAS","4910"
"1985","Nov-2003","TAS","6950"
"1986","Dec-2003","TAS","8660"
"1987","Jan-2004","TAS","7930"
"1988","Feb-2004","TAS","10350"
"1989","Mar-2004","TAS","5920"
"1990","Apr-2004","TAS","4770"
"1991","May-2004","TAS","4780"
"1992","Jun-2004","TAS","6360"
"1993","Jul-2004","TAS","5970"
"1994","Aug-2004","TAS","5370"
"1995","Sep-2004","TAS","7890"
"1996","Oct-2004","TAS","6650"
"1997","Nov-2004","TAS","6530"
"1998","Dec-2004","TAS","8570"
"1999","Jan-2005","TAS","6730"
"2000","Feb-2005","TAS","8790"
"2001","Mar-2005","TAS","6910"
"2002","Apr-2005","TAS","6030"
"2003","May-2005","TAS","5590"
"2004","Jun-2005","TAS","6890"
"2005","Jul-2005","TAS","6200"
"2006","Aug-2005","TAS","4760"
"2007","Sep-2005","TAS","10090"
"2008","Oct-2005","TAS","6610"
"2009","Nov-2005","TAS","6390"
"2010","Dec-2005","TAS","8880"
"2011","Jan-2006","TAS","8570"
"2012","Feb-2006","TAS","8860"
"2013","Mar-2006","TAS","7150"
"2014","Apr-2006","TAS","6570"
"2015","May-2006","TAS","5410"
"2016","Jun-2006","TAS","7590"
"2017","Jul-2006","TAS","6540"
"2018","Aug-2006","TAS","5010"
"2019","Sep-2006","TAS","8440"
"2020","Oct-2006","TAS","9100"
"2021","Nov-2006","TAS","6730"
"2022","Dec-2006","TAS","8910"
"2023","Jan-2007","TAS","7730"
"2024","Feb-2007","TAS","8920"
"2025","Mar-2007","TAS","7620"
"2026","Apr-2007","TAS","6270"
"2027","May-2007","TAS","5610"
"2028","Jun-2007","TAS","8270"
"2029","Jul-2007","TAS","7030"
"2030","Aug-2007","TAS","6800"
"2031","Sep-2007","TAS","10760"
"2032","Oct-2007","TAS","7220"
"2033","Nov-2007","TAS","7150"
"2034","Dec-2007","TAS","7920"
"2035","Jan-2008","TAS","9240"
"2036","Feb-2008","TAS","10750"
"2037","Mar-2008","TAS","7880"
"2038","Apr-2008","TAS","7160"
"2039","May-2008","TAS","5920"
"2040","Jun-2008","TAS","9580"
"2041","Jul-2008","TAS","8030"
"2042","Aug-2008","TAS","8350"
"2043","Sep-2008","TAS","10240"
"2044","Oct-2008","TAS","7810"
"2045","Nov-2008","TAS","8750"
"2046","Dec-2008","TAS","10480"
"2047","Jan-2009","TAS","10540"
"2048","Feb-2009","TAS","10520"
"2049","Mar-2009","TAS","9290"
"2050","Apr-2009","TAS","8170"
"2051","May-2009","TAS","6600"
"2052","Jun-2009","TAS","10440"
"2053","Jul-2009","TAS","8460"
"2054","Aug-2009","TAS","8390"
"2055","Sep-2009","TAS","12270"
"2056","Oct-2009","TAS","9230"
"2057","Nov-2009","TAS","7470"
"2058","Dec-2009","TAS","10520"
"2059","Jan-2010","TAS","9020"
"2060","Feb-2010","TAS","11800"
"2061","Mar-2010","TAS","9530"
"2062","Apr-2010","TAS","6580"
"2063","May-2010","TAS","7040"
"2064","Jun-2010","TAS","11180"
"2065","Jul-2010","TAS","8230"
"2066","Aug-2010","TAS","7480"
"2067","Sep-2010","TAS","12750"
"2068","Oct-2010","TAS","9700"
"2069","Nov-2010","TAS","8710"
"2070","Dec-2010","TAS","10030"
"2071","Jan-2011","TAS","10790"
"2072","Feb-2011","TAS","11590"
"2073","Mar-2011","TAS","7930"
"2074","Apr-2011","TAS","7210"
"2075","May-2011","TAS","7580"
"2076","Jun-2011","TAS","10620"
"2077","Jul-2011","TAS","8030"
"2078","Aug-2011","TAS","7240"
"2079","Sep-2011","TAS","15170"
"2080","Oct-2011","TAS","10500"
"2081","Nov-2011","TAS","9570"
"2082","Dec-2011","TAS","11870"
"2083","Jan-2012","TAS","10160"
"2084","Feb-2012","TAS","13130"
"2085","Mar-2012","TAS","8470"
"2086","Apr-2012","TAS","7320"
"2087","May-2012","TAS","8110"
"2088","Jun-2012","TAS","12970"
"2089","Jul-2012","TAS","9850"
"2090","Aug-2012","TAS","8740"
"2091","Sep-2012","TAS","13700"
"2092","Oct-2012","TAS","10330"
"2093","Nov-2012","TAS","9890"
"2094","Dec-2012","TAS","12930"
"2095","Jan-2013","TAS","11830"
"2096","Feb-2013","TAS","12930"
"2097","Mar-2013","TAS","9380"
"2098","Apr-2013","TAS","8440"
"2099","May-2013","TAS","11160"
"2100","Jun-2013","TAS","8910"
"2101","Jul-2013","TAS","12610"
"2102","Aug-2013","TAS","10920"
"2103","Sep-2013","TAS","10610"
"2104","Oct-2013","TAS","15030"
"2105","Nov-2013","TAS","10600"
"2106","Dec-2013","TAS","13590"
"2107","Jan-2014","TAS","13030"
"2108","Feb-2014","TAS","11600"
"2109","Mar-2014","TAS","8780"
"2110","Apr-2014","TAS","9280"
"2111","May-2014","TAS","10610"
"2112","Jun-2014","TAS","9550"
"2113","Jul-2014","TAS","13240"
"2114","Aug-2014","TAS","10860"
"2115","Sep-2014","TAS","10110"
"2116","Oct-2014","TAS","14970"
"2117","Nov-2014","TAS","13240"
"2118","Dec-2014","TAS","15040"
"2119","Jan-2015","TAS","12690"
"2120","Feb-2015","TAS","12430"
"2121","Mar-2015","TAS","10500"
"2122","Apr-2015","TAS","9510"
"2123","May-2015","TAS","8570"
"2124","Jun-2015","TAS","10170"
"2125","Jul-2015","TAS","13850"
"2126","Aug-2015","TAS","11410"
"2127","Sep-2015","TAS","11380"
"2128","Oct-2015","TAS","15310"
"2129","Nov-2015","TAS","11980"
"2130","Dec-2015","TAS","14790"
"2131","Jan-2016","TAS","12760"
"2132","Feb-2016","TAS","14260"
"2133","Mar-2016","TAS","10960"
"2134","Apr-2016","TAS","10630"
"2135","May-2016","TAS","9850"
"2136","Jun-2016","TAS","10950"
"2137","Jul-2016","TAS","15560"
"2138","Aug-2016","TAS","12260"
"2139","Sep-2016","TAS","12800"
"2140","Oct-2016","TAS","17050"
"2141","Nov-2016","TAS","15090"
"2142","Dec-2016","TAS","16800"
"2143","Jan-2017","TAS","14020"
"2144","Feb-2017","TAS","14720"
"2145","Mar-2017","TAS","12150"
"2146","Apr-2017","TAS","11820"
"2147","May-2017","TAS","12330"
"2148","Jun-2017","TAS","13150"
"2149","Jul-2017","TAS","18230"
"2150","Aug-2017","TAS","14900"
"2151","Sep-2017","TAS","15060"
"2152","Oct-2017","TAS","20370"
"2153","Nov-2017","TAS","15990"
"2154","Dec-2017","TAS","20370"
"2155","Jan-2018","TAS","16880"
"2156","Feb-2018","TAS","19650"
"2157","Mar-2018","TAS","16370"
"2158","Apr-2018","TAS","15100"
"2159","May-2018","TAS","14380"
"2160","Jun-2018","TAS","14010"
"2161","Jul-2018","TAS","19220"
"2162","Aug-2018","TAS","14290"
"2163","Sep-2018","TAS","16280"
"2164","Oct-2018","TAS","21690"
"2165","Nov-2018","TAS","18320"
"2166","Dec-2018","TAS","22190"
"2167","Jan-2019","TAS","18300"
"2168","Feb-2019","TAS","20680"
"2169","Mar-2019","TAS","17560"
"2170","Apr-2019","TAS","15220"
"2171","May-2019","TAS","15660"
"2172","Jun-2019","TAS","14470"
"2173","Jul-2019","TAS","20200"
"2174","Aug-2019","TAS","18140"
"2175","Sep-2019","TAS","16850"
"2176","Oct-2019","TAS","21560"
"2177","Nov-2019","TAS","20470"
"2178","Dec-2019","TAS","22720"
"2179","Jan-2020","TAS","20650"
"2180","Feb-2020","TAS","18510"
"2181","Mar-2020","TAS","10110"
"2182","Apr-2020","TAS","210"
"2183","May-2020","TAS","140"
"2184","Jun-2020","TAS","170"
"2185","Jul-2020","TAS","140"
"2186","Aug-2020","TAS","120"
"2187","Sep-2020","TAS","100"
"2188","Oct-2020","TAS","170"
"2189","Nov-2020","TAS","230"
"2190","Dec-2020","TAS","490"
"2191","Jan-2021","TAS","500"
"2192","Feb-2021","TAS","240"
"2193","Mar-2021","TAS","300"
"2194","Apr-2021","TAS","450"
"2195","May-2021","TAS","910"
"2196","Jun-2021","TAS","890"
"2197","Jan-1991","NT","4390"
"2198","Feb-1991","NT","2510"
"2199","Mar-1991","NT","1810"
"2200","Apr-1991","NT","3460"
"2201","May-1991","NT","3470"
"2202","Jun-1991","NT","3630"
"2203","Jul-1991","NT","5210"
"2204","Aug-1991","NT","4500"
"2205","Sep-1991","NT","3110"
"2206","Oct-1991","NT","3270"
"2207","Nov-1991","NT","3110"
"2208","Dec-1991","NT","3460"
"2209","Jan-1992","NT","3430"
"2210","Feb-1992","NT","2590"
"2211","Mar-1992","NT","2490"
"2212","Apr-1992","NT","3410"
"2213","May-1992","NT","3670"
"2214","Jun-1992","NT","2910"
"2215","Jul-1992","NT","6040"
"2216","Aug-1992","NT","4450"
"2217","Sep-1992","NT","3740"
"2218","Oct-1992","NT","4460"
"2219","Nov-1992","NT","3020"
"2220","Dec-1992","NT","3500"
"2221","Jan-1993","NT","3890"
"2222","Feb-1993","NT","2380"
"2223","Mar-1993","NT","2070"
"2224","Apr-1993","NT","3620"
"2225","May-1993","NT","3630"
"2226","Jun-1993","NT","3040"
"2227","Jul-1993","NT","4920"
"2228","Aug-1993","NT","5600"
"2229","Sep-1993","NT","4720"
"2230","Oct-1993","NT","5400"
"2231","Nov-1993","NT","4540"
"2232","Dec-1993","NT","3300"
"2233","Jan-1994","NT","4750"
"2234","Feb-1994","NT","4300"
"2235","Mar-1994","NT","4380"
"2236","Apr-1994","NT","4880"
"2237","May-1994","NT","3810"
"2238","Jun-1994","NT","5410"
"2239","Jul-1994","NT","9610"
"2240","Aug-1994","NT","6760"
"2241","Sep-1994","NT","6100"
"2242","Oct-1994","NT","7690"
"2243","Nov-1994","NT","5100"
"2244","Dec-1994","NT","5080"
"2245","Jan-1995","NT","6330"
"2246","Feb-1995","NT","4050"
"2247","Mar-1995","NT","4360"
"2248","Apr-1995","NT","5210"
"2249","May-1995","NT","6680"
"2250","Jun-1995","NT","5450"
"2251","Jul-1995","NT","8610"
"2252","Aug-1995","NT","6990"
"2253","Sep-1995","NT","6450"
"2254","Oct-1995","NT","8960"
"2255","Nov-1995","NT","5890"
"2256","Dec-1995","NT","5080"
"2257","Jan-1996","NT","7530"
"2258","Feb-1996","NT","4310"
"2259","Mar-1996","NT","4990"
"2260","Apr-1996","NT","4930"
"2261","May-1996","NT","5680"
"2262","Jun-1996","NT","6110"
"2263","Jul-1996","NT","9380"
"2264","Aug-1996","NT","6260"
"2265","Sep-1996","NT","6180"
"2266","Oct-1996","NT","8670"
"2267","Nov-1996","NT","6800"
"2268","Dec-1996","NT","5480"
"2269","Jan-1997","NT","5870"
"2270","Feb-1997","NT","7210"
"2271","Mar-1997","NT","6190"
"2272","Apr-1997","NT","4660"
"2273","May-1997","NT","6070"
"2274","Jun-1997","NT","6220"
"2275","Jul-1997","NT","9280"
"2276","Aug-1997","NT","7060"
"2277","Sep-1997","NT","7990"
"2278","Oct-1997","NT","8870"
"2279","Nov-1997","NT","7290"
"2280","Dec-1997","NT","5690"
"2281","Jan-1998","NT","7060"
"2282","Feb-1998","NT","5400"
"2283","Mar-1998","NT","4950"
"2284","Apr-1998","NT","5310"
"2285","May-1998","NT","6070"
"2286","Jun-1998","NT","5530"
"2287","Jul-1998","NT","9560"
"2288","Aug-1998","NT","7680"
"2289","Sep-1998","NT","8480"
"2290","Oct-1998","NT","8450"
"2291","Nov-1998","NT","6430"
"2292","Dec-1998","NT","7050"
"2293","Jan-1999","NT","9360"
"2294","Feb-1999","NT","7440"
"2295","Mar-1999","NT","6170"
"2296","Apr-1999","NT","5620"
"2297","May-1999","NT","6380"
"2298","Jun-1999","NT","5910"
"2299","Jul-1999","NT","12030"
"2300","Aug-1999","NT","8510"
"2301","Sep-1999","NT","9280"
"2302","Oct-1999","NT","11560"
"2303","Nov-1999","NT","7040"
"2304","Dec-1999","NT","6700"
"2305","Jan-2000","NT","6580"
"2306","Feb-2000","NT","7480"
"2307","Mar-2000","NT","9910"
"2308","Apr-2000","NT","7700"
"2309","May-2000","NT","7120"
"2310","Jun-2000","NT","9070"
"2311","Jul-2000","NT","12400"
"2312","Aug-2000","NT","7990"
"2313","Sep-2000","NT","6360"
"2314","Oct-2000","NT","9770"
"2315","Nov-2000","NT","7820"
"2316","Dec-2000","NT","8320"
"2317","Jan-2001","NT","9470"
"2318","Feb-2001","NT","7550"
"2319","Mar-2001","NT","8950"
"2320","Apr-2001","NT","9120"
"2321","May-2001","NT","7640"
"2322","Jun-2001","NT","7310"
"2323","Jul-2001","NT","11850"
"2324","Aug-2001","NT","8780"
"2325","Sep-2001","NT","9810"
"2326","Oct-2001","NT","9260"
"2327","Nov-2001","NT","6800"
"2328","Dec-2001","NT","5760"
"2329","Jan-2002","NT","8350"
"2330","Feb-2002","NT","6710"
"2331","Mar-2002","NT","7310"
"2332","Apr-2002","NT","6640"
"2333","May-2002","NT","6520"
"2334","Jun-2002","NT","6890"
"2335","Jul-2002","NT","9320"
"2336","Aug-2002","NT","8800"
"2337","Sep-2002","NT","9360"
"2338","Oct-2002","NT","8200"
"2339","Nov-2002","NT","7630"
"2340","Dec-2002","NT","5700"
"2341","Jan-2003","NT","6670"
"2342","Feb-2003","NT","5480"
"2343","Mar-2003","NT","5990"
"2344","Apr-2003","NT","5030"
"2345","May-2003","NT","6620"
"2346","Jun-2003","NT","5780"
"2347","Jul-2003","NT","8340"
"2348","Aug-2003","NT","6890"
"2349","Sep-2003","NT","7000"
"2350","Oct-2003","NT","7390"
"2351","Nov-2003","NT","6050"
"2352","Dec-2003","NT","5550"
"2353","Jan-2004","NT","7930"
"2354","Feb-2004","NT","5270"
"2355","Mar-2004","NT","5650"
"2356","Apr-2004","NT","5300"
"2357","May-2004","NT","6960"
"2358","Jun-2004","NT","7280"
"2359","Jul-2004","NT","10150"
"2360","Aug-2004","NT","8930"
"2361","Sep-2004","NT","9370"
"2362","Oct-2004","NT","8590"
"2363","Nov-2004","NT","6510"
"2364","Dec-2004","NT","5240"
"2365","Jan-2005","NT","8580"
"2366","Feb-2005","NT","5430"
"2367","Mar-2005","NT","5750"
"2368","Apr-2005","NT","6210"
"2369","May-2005","NT","7780"
"2370","Jun-2005","NT","7000"
"2371","Jul-2005","NT","11100"
"2372","Aug-2005","NT","9340"
"2373","Sep-2005","NT","8890"
"2374","Oct-2005","NT","8250"
"2375","Nov-2005","NT","6780"
"2376","Dec-2005","NT","6490"
"2377","Jan-2006","NT","9390"
"2378","Feb-2006","NT","5750"
"2379","Mar-2006","NT","6290"
"2380","Apr-2006","NT","8510"
"2381","May-2006","NT","7140"
"2382","Jun-2006","NT","7550"
"2383","Jul-2006","NT","11650"
"2384","Aug-2006","NT","10630"
"2385","Sep-2006","NT","9140"
"2386","Oct-2006","NT","9480"
"2387","Nov-2006","NT","7770"
"2388","Dec-2006","NT","5660"
"2389","Jan-2007","NT","10610"
"2390","Feb-2007","NT","6380"
"2391","Mar-2007","NT","6930"
"2392","Apr-2007","NT","7670"
"2393","May-2007","NT","9620"
"2394","Jun-2007","NT","7580"
"2395","Jul-2007","NT","14850"
"2396","Aug-2007","NT","11780"
"2397","Sep-2007","NT","10220"
"2398","Oct-2007","NT","11330"
"2399","Nov-2007","NT","9450"
"2400","Dec-2007","NT","8900"
"2401","Jan-2008","NT","12020"
"2402","Feb-2008","NT","7560"
"2403","Mar-2008","NT","8200"
"2404","Apr-2008","NT","9100"
"2405","May-2008","NT","10790"
"2406","Jun-2008","NT","13870"
"2407","Jul-2008","NT","17270"
"2408","Aug-2008","NT","12780"
"2409","Sep-2008","NT","12590"
"2410","Oct-2008","NT","11000"
"2411","Nov-2008","NT","10750"
"2412","Dec-2008","NT","8860"
"2413","Jan-2009","NT","13180"
"2414","Feb-2009","NT","8100"
"2415","Mar-2009","NT","8050"
"2416","Apr-2009","NT","9920"
"2417","May-2009","NT","11780"
"2418","Jun-2009","NT","12230"
"2419","Jul-2009","NT","19300"
"2420","Aug-2009","NT","12450"
"2421","Sep-2009","NT","12810"
"2422","Oct-2009","NT","11730"
"2423","Nov-2009","NT","11310"
"2424","Dec-2009","NT","9760"
"2425","Jan-2010","NT","13440"
"2426","Feb-2010","NT","9100"
"2427","Mar-2010","NT","9550"
"2428","Apr-2010","NT","11270"
"2429","May-2010","NT","10790"
"2430","Jun-2010","NT","10920"
"2431","Jul-2010","NT","16460"
"2432","Aug-2010","NT","14260"
"2433","Sep-2010","NT","11510"
"2434","Oct-2010","NT","11810"
"2435","Nov-2010","NT","9520"
"2436","Dec-2010","NT","9610"
"2437","Jan-2011","NT","14200"
"2438","Feb-2011","NT","11070"
"2439","Mar-2011","NT","11640"
"2440","Apr-2011","NT","13150"
"2441","May-2011","NT","13240"
"2442","Jun-2011","NT","12180"
"2443","Jul-2011","NT","20720"
"2444","Aug-2011","NT","14350"
"2445","Sep-2011","NT","13640"
"2446","Oct-2011","NT","13270"
"2447","Nov-2011","NT","11870"
"2448","Dec-2011","NT","9910"
"2449","Jan-2012","NT","15680"
"2450","Feb-2012","NT","13120"
"2451","Mar-2012","NT","12180"
"2452","Apr-2012","NT","13820"
"2453","May-2012","NT","13980"
"2454","Jun-2012","NT","14920"
"2455","Jul-2012","NT","21050"
"2456","Aug-2012","NT","16770"
"2457","Sep-2012","NT","14330"
"2458","Oct-2012","NT","16790"
"2459","Nov-2012","NT","14900"
"2460","Dec-2012","NT","12850"
"2461","Jan-2013","NT","16990"
"2462","Feb-2013","NT","11790"
"2463","Mar-2013","NT","14370"
"2464","Apr-2013","NT","18790"
"2465","May-2013","NT","14440"
"2466","Jun-2013","NT","14560"
"2467","Jul-2013","NT","18910"
"2468","Aug-2013","NT","19630"
"2469","Sep-2013","NT","17400"
"2470","Oct-2013","NT","17060"
"2471","Nov-2013","NT","13610"
"2472","Dec-2013","NT","12630"
"2473","Jan-2014","NT","19440"
"2474","Feb-2014","NT","14180"
"2475","Mar-2014","NT","15000"
"2476","Apr-2014","NT","19170"
"2477","May-2014","NT","15300"
"2478","Jun-2014","NT","16660"
"2479","Jul-2014","NT","24250"
"2480","Aug-2014","NT","20000"
"2481","Sep-2014","NT","18510"
"2482","Oct-2014","NT","17880"
"2483","Nov-2014","NT","17500"
"2484","Dec-2014","NT","12690"
"2485","Jan-2015","NT","20250"
"2486","Feb-2015","NT","13050"
"2487","Mar-2015","NT","13230"
"2488","Apr-2015","NT","19230"
"2489","May-2015","NT","12940"
"2490","Jun-2015","NT","20440"
"2491","Jul-2015","NT","22160"
"2492","Aug-2015","NT","16140"
"2493","Sep-2015","NT","15740"
"2494","Oct-2015","NT","15600"
"2495","Nov-2015","NT","14830"
"2496","Dec-2015","NT","11440"
"2497","Jan-2016","NT","19360"
"2498","Feb-2016","NT","12880"
"2499","Mar-2016","NT","13020"
"2500","Apr-2016","NT","16950"
"2501","May-2016","NT","12990"
"2502","Jun-2016","NT","14020"
"2503","Jul-2016","NT","25110"
"2504","Aug-2016","NT","18240"
"2505","Sep-2016","NT","17390"
"2506","Oct-2016","NT","17260"
"2507","Nov-2016","NT","14650"
"2508","Dec-2016","NT","13070"
"2509","Jan-2017","NT","19570"
"2510","Feb-2017","NT","16180"
"2511","Mar-2017","NT","14670"
"2512","Apr-2017","NT","18220"
"2513","May-2017","NT","15260"
"2514","Jun-2017","NT","16960"
"2515","Jul-2017","NT","25170"
"2516","Aug-2017","NT","21100"
"2517","Sep-2017","NT","20280"
"2518","Oct-2017","NT","23480"
"2519","Nov-2017","NT","19970"
"2520","Dec-2017","NT","14640"
"2521","Jan-2018","NT","21440"
"2522","Feb-2018","NT","13080"
"2523","Mar-2018","NT","12720"
"2524","Apr-2018","NT","15150"
"2525","May-2018","NT","13200"
"2526","Jun-2018","NT","13280"
"2527","Jul-2018","NT","17720"
"2528","Aug-2018","NT","15550"
"2529","Sep-2018","NT","14010"
"2530","Oct-2018","NT","13410"
"2531","Nov-2018","NT","12960"
"2532","Dec-2018","NT","12350"
"2533","Jan-2019","NT","17530"
"2534","Feb-2019","NT","13600"
"2535","Mar-2019","NT","12000"
"2536","Apr-2019","NT","15360"
"2537","May-2019","NT","13580"
"2538","Jun-2019","NT","14520"
"2539","Jul-2019","NT","19790"
"2540","Aug-2019","NT","17210"
"2541","Sep-2019","NT","16970"
"2542","Oct-2019","NT","16580"
"2543","Nov-2019","NT","11920"
"2544","Dec-2019","NT","11550"
"2545","Jan-2020","NT","17330"
"2546","Feb-2020","NT","12380"
"2547","Mar-2020","NT","6950"
"2548","Apr-2020","NT","150"
"2549","May-2020","NT","180"
"2550","Jun-2020","NT","410"
"2551","Jul-2020","NT","120"
"2552","Aug-2020","NT","140"
"2553","Sep-2020","NT","390"
"2554","Oct-2020","NT","160"
"2555","Nov-2020","NT","220"
"2556","Dec-2020","NT","150"
"2557","Jan-2021","NT","310"
"2558","Feb-2021","NT","180"
"2559","Mar-2021","NT","530"
"2560","Apr-2021","NT","270"
"2561","May-2021","NT","510"
"2562","Jun-2021","NT","580"
"2563","Jan-1991","ACT","7790"
"2564","Feb-1991","ACT","7270"
"2565","Mar-1991","ACT","5280"
"2566","Apr-1991","ACT","4170"
"2567","May-1991","ACT","3730"
"2568","Jun-1991","ACT","5380"
"2569","Jul-1991","ACT","7050"
"2570","Aug-1991","ACT","5870"
"2571","Sep-1991","ACT","6390"
"2572","Oct-1991","ACT","7400"
"2573","Nov-1991","ACT","6540"
"2574","Dec-1991","ACT","6650"
"2575","Jan-1992","ACT","7700"
"2576","Feb-1992","ACT","5440"
"2577","Mar-1992","ACT","4730"
"2578","Apr-1992","ACT","5430"
"2579","May-1992","ACT","4890"
"2580","Jun-1992","ACT","4960"
"2581","Jul-1992","ACT","7740"
"2582","Aug-1992","ACT","6520"
"2583","Sep-1992","ACT","6130"
"2584","Oct-1992","ACT","7190"
"2585","Nov-1992","ACT","6730"
"2586","Dec-1992","ACT","6190"
"2587","Jan-1993","ACT","6600"
"2588","Feb-1993","ACT","6540"
"2589","Mar-1993","ACT","4830"
"2590","Apr-1993","ACT","5020"
"2591","May-1993","ACT","4500"
"2592","Jun-1993","ACT","4150"
"2593","Jul-1993","ACT","8780"
"2594","Aug-1993","ACT","5560"
"2595","Sep-1993","ACT","6790"
"2596","Oct-1993","ACT","7080"
"2597","Nov-1993","ACT","5310"
"2598","Dec-1993","ACT","6540"
"2599","Jan-1994","ACT","6090"
"2600","Feb-1994","ACT","5470"
"2601","Mar-1994","ACT","4730"
"2602","Apr-1994","ACT","5680"
"2603","May-1994","ACT","4820"
"2604","Jun-1994","ACT","5690"
"2605","Jul-1994","ACT","8180"
"2606","Aug-1994","ACT","5600"
"2607","Sep-1994","ACT","6260"
"2608","Oct-1994","ACT","8470"
"2609","Nov-1994","ACT","5890"
"2610","Dec-1994","ACT","6760"
"2611","Jan-1995","ACT","8790"
"2612","Feb-1995","ACT","7610"
"2613","Mar-1995","ACT","5670"
"2614","Apr-1995","ACT","6260"
"2615","May-1995","ACT","5370"
"2616","Jun-1995","ACT","5590"
"2617","Jul-1995","ACT","8060"
"2618","Aug-1995","ACT","6780"
"2619","Sep-1995","ACT","7270"
"2620","Oct-1995","ACT","8230"
"2621","Nov-1995","ACT","7120"
"2622","Dec-1995","ACT","7800"
"2623","Jan-1996","ACT","9280"
"2624","Feb-1996","ACT","7310"
"2625","Mar-1996","ACT","6850"
"2626","Apr-1996","ACT","6530"
"2627","May-1996","ACT","6240"
"2628","Jun-1996","ACT","6210"
"2629","Jul-1996","ACT","7330"
"2630","Aug-1996","ACT","6820"
"2631","Sep-1996","ACT","7720"
"2632","Oct-1996","ACT","9020"
"2633","Nov-1996","ACT","7400"
"2634","Dec-1996","ACT","7510"
"2635","Jan-1997","ACT","7750"
"2636","Feb-1997","ACT","7600"
"2637","Mar-1997","ACT","6600"
"2638","Apr-1997","ACT","6820"
"2639","May-1997","ACT","6690"
"2640","Jun-1997","ACT","6010"
"2641","Jul-1997","ACT","10270"
"2642","Aug-1997","ACT","6830"
"2643","Sep-1997","ACT","7260"
"2644","Oct-1997","ACT","8810"
"2645","Nov-1997","ACT","7520"
"2646","Dec-1997","ACT","7800"
"2647","Jan-1998","ACT","8830"
"2648","Feb-1998","ACT","8610"
"2649","Mar-1998","ACT","8040"
"2650","Apr-1998","ACT","7030"
"2651","May-1998","ACT","6000"
"2652","Jun-1998","ACT","6940"
"2653","Jul-1998","ACT","8330"
"2654","Aug-1998","ACT","6340"
"2655","Sep-1998","ACT","6430"
"2656","Oct-1998","ACT","8180"
"2657","Nov-1998","ACT","7910"
"2658","Dec-1998","ACT","7720"
"2659","Jan-1999","ACT","10100"
"2660","Feb-1999","ACT","7700"
"2661","Mar-1999","ACT","8250"
"2662","Apr-1999","ACT","7190"
"2663","May-1999","ACT","6660"
"2664","Jun-1999","ACT","7180"
"2665","Jul-1999","ACT","10800"
"2666","Aug-1999","ACT","7090"
"2667","Sep-1999","ACT","8340"
"2668","Oct-1999","ACT","10880"
"2669","Nov-1999","ACT","9520"
"2670","Dec-1999","ACT","8050"
"2671","Jan-2000","ACT","11010"
"2672","Feb-2000","ACT","7640"
"2673","Mar-2000","ACT","7030"
