"","","Month","Month1","Country","Percentage Change"
"505",NA,"Dec-20",9,"Sweden","-97.48743719"
"506",NA,"Jan-21",10,"Sweden","-96.98492462"
"507",NA,"Feb-21",11,"Sweden","-98.49246231"
"508",NA,"Mar-21",12,"Sweden","-97.98994975"
"509",NA,"Apr-21",13,"Sweden","-97.98994975"
"510",NA,"May-21",14,"Sweden","-96.48241206"
"511",NA,"Jun-21",15,"Sweden","-96.48241206"
"512",NA,"Jul-21",16,"Sweden","-97.9899497"
"513",NA,"Apr-20",1,"Andorra","0"
"514",NA,"May-20",2,"Andorra","0"
"515",NA,"Jun-20",3,"Andorra","0"
"516",NA,"Jul-20",4,"Andorra","0"
"517",NA,"Aug-20",5,"Andorra","0"
"518",NA,"Sep-20",6,"Andorra","0"
"519",NA,"Oct-20",7,"Andorra","0"
"520",NA,"Nov-20",8,"Andorra","0"
"521",NA,"Dec-20",9,"Andorra","0"
"522",NA,"Jan-21",10,"Andorra","0"
"523",NA,"Feb-21",11,"Andorra","0"
"524",NA,"Mar-21",12,"Andorra","0"
"525",NA,"Apr-21",13,"Andorra","0"
"526",NA,"May-21",14,"Andorra","0"
"527",NA,"Jun-21",15,"Andorra","0"
"528",NA,"Jul-21",16,"Andorra","0"
"529",NA,"Apr-20",1,"Italy","-98.99749373"
"530",NA,"May-20",2,"Italy","-99.2481203"
"531",NA,"Jun-20",3,"Italy","-97.7443609"
"532",NA,"Jul-20",4,"Italy","-98.74686717"
"533",NA,"Aug-20",5,"Italy","-98.99749373"
"534",NA,"Sep-20",6,"Italy","-98.4962406"
"535",NA,"Oct-20",7,"Italy","-96.74185464"
"536",NA,"Nov-20",8,"Italy","-96.9924812"
"537",NA,"Dec-20",9,"Italy","-97.7443609"
"538",NA,"Jan-21",10,"Italy","-95.23809524"
"539",NA,"Feb-21",11,"Italy","-97.49373434"
"540",NA,"Mar-21",12,"Italy","-97.7443609"
"541",NA,"Apr-21",13,"Italy","-96.9924812"
"542",NA,"May-21",14,"Italy","-95.23809524"
"543",NA,"Jun-21",15,"Italy","-94.98746867"
"544",NA,"Jul-21",16,"Italy","-96.4912281"
"545",NA,"Apr-20",1,"Malta","-100"
"546",NA,"May-20",2,"Malta","-100"
"547",NA,"Jun-20",3,"Malta","-100"
"548",NA,"Jul-20",4,"Malta","-100"
"549",NA,"Aug-20",5,"Malta","-100"
"550",NA,"Sep-20",6,"Malta","-100"
"551",NA,"Oct-20",7,"Malta","-100"
"552",NA,"Nov-20",8,"Malta","-100"
"553",NA,"Dec-20",9,"Malta","-100"
"554",NA,"Jan-21",10,"Malta","-100"
"555",NA,"Feb-21",11,"Malta","-100"
"556",NA,"Mar-21",12,"Malta","-100"
"557",NA,"Apr-21",13,"Malta","-100"
"558",NA,"May-21",14,"Malta","-92.85714286"
"559",NA,"Jun-21",15,"Malta","-92.85714286"
"560",NA,"Jul-21",16,"Malta","-92.8571429"
"561",NA,"Apr-20",1,"Portugal","-98.61111111"
"562",NA,"May-20",2,"Portugal","-98.61111111"
"563",NA,"Jun-20",3,"Portugal","-94.44444444"
"564",NA,"Jul-20",4,"Portugal","-97.22222222"
"565",NA,"Aug-20",5,"Portugal","-98.61111111"
"566",NA,"Sep-20",6,"Portugal","-97.22222222"
"567",NA,"Oct-20",7,"Portugal","-95.83333333"
"568",NA,"Nov-20",8,"Portugal","-95.83333333"
"569",NA,"Dec-20",9,"Portugal","-98.61111111"
"570",NA,"Jan-21",10,"Portugal","-94.44444444"
"571",NA,"Feb-21",11,"Portugal","-94.44444444"
"572",NA,"Mar-21",12,"Portugal","-95.83333333"
"573",NA,"Apr-21",13,"Portugal","-94.44444444"
"574",NA,"May-21",14,"Portugal","-93.05555556"
"575",NA,"Jun-21",15,"Portugal","-93.05555556"
"576",NA,"Jul-21",16,"Portugal","-94.4444444"
"577",NA,"Apr-20",1,"San Marino","0"
"578",NA,"May-20",2,"San Marino","0"
"579",NA,"Jun-20",3,"San Marino","0"
"580",NA,"Jul-20",4,"San Marino","0"
"581",NA,"Aug-20",5,"San Marino","0"
"582",NA,"Sep-20",6,"San Marino","0"
"583",NA,"Oct-20",7,"San Marino","0"
"584",NA,"Nov-20",8,"San Marino","0"
"585",NA,"Dec-20",9,"San Marino","0"
"586",NA,"Jan-21",10,"San Marino","0"
"587",NA,"Feb-21",11,"San Marino","0"
"588",NA,"Mar-21",12,"San Marino","0"
"589",NA,"Apr-21",13,"San Marino","0"
"590",NA,"May-21",14,"San Marino","0"
"591",NA,"Jun-21",15,"San Marino","0"
"592",NA,"Jul-21",16,"San Marino","0"
"593",NA,"Apr-20",1,"Spain","-99.59839357"
"594",NA,"May-20",2,"Spain","-98.79518072"
"595",NA,"Jun-20",3,"Spain","-97.59036145"
"596",NA,"Jul-20",4,"Spain","-98.3935743"
"597",NA,"Aug-20",5,"Spain","-98.79518072"
"598",NA,"Sep-20",6,"Spain","-97.99196787"
"599",NA,"Oct-20",7,"Spain","-96.78714859"
"600",NA,"Nov-20",8,"Spain","-97.99196787"
"601",NA,"Dec-20",9,"Spain","-96.38554217"
"602",NA,"Jan-21",10,"Spain","-94.77911647"
"603",NA,"Feb-21",11,"Spain","-97.99196787"
"604",NA,"Mar-21",12,"Spain","-97.59036145"
"605",NA,"Apr-21",13,"Spain","-97.18875502"
"606",NA,"May-21",14,"Spain","-95.98393574"
"607",NA,"Jun-21",15,"Spain","-95.58232932"
"608",NA,"Jul-21",16,"Spain","-97.188755"
"609",NA,"Apr-20",1,"Albania","-100"
"610",NA,"May-20",2,"Albania","-100"
"611",NA,"Jun-20",3,"Albania","-75"
"612",NA,"Jul-20",4,"Albania","-100"
"613",NA,"Aug-20",5,"Albania","-100"
"614",NA,"Sep-20",6,"Albania","-100"
"615",NA,"Oct-20",7,"Albania","-100"
"616",NA,"Nov-20",8,"Albania","-100"
"617",NA,"Dec-20",9,"Albania","-100"
"618",NA,"Jan-21",10,"Albania","-100"
"619",NA,"Feb-21",11,"Albania","-100"
"620",NA,"Mar-21",12,"Albania","-75"
"621",NA,"Apr-21",13,"Albania","-75"
"622",NA,"May-21",14,"Albania","-75"
"623",NA,"Jun-21",15,"Albania","-100"
"624",NA,"Jul-21",16,"Albania","-100"
"625",NA,"Apr-20",1,"Bosnia/Herzegov","-100"
"626",NA,"May-20",2,"Bosnia/Herzegov","-100"
"627",NA,"Jun-20",3,"Bosnia/Herzegov","-100"
"628",NA,"Jul-20",4,"Bosnia/Herzegov","-100"
"629",NA,"Aug-20",5,"Bosnia/Herzegov","-100"
"630",NA,"Sep-20",6,"Bosnia/Herzegov","-100"
"631",NA,"Oct-20",7,"Bosnia/Herzegov","-100"
"632",NA,"Nov-20",8,"Bosnia/Herzegov","-100"
"633",NA,"Dec-20",9,"Bosnia/Herzegov","-83.33333333"
"634",NA,"Jan-21",10,"Bosnia/Herzegov","-83.33333333"
"635",NA,"Feb-21",11,"Bosnia/Herzegov","-83.33333333"
"636",NA,"Mar-21",12,"Bosnia/Herzegov","-83.33333333"
"637",NA,"Apr-21",13,"Bosnia/Herzegov","-83.33333333"
"638",NA,"May-21",14,"Bosnia/Herzegov","-83.33333333"
"639",NA,"Jun-21",15,"Bosnia/Herzegov","-100"
"640",NA,"Jul-21",16,"Bosnia/Herzegov","-83.3333333"
"641",NA,"Apr-20",1,"Bulgaria","-100"
"642",NA,"May-20",2,"Bulgaria","-93.33333333"
"643",NA,"Jun-20",3,"Bulgaria","-86.66666667"
"644",NA,"Jul-20",4,"Bulgaria","-93.33333333"
"645",NA,"Aug-20",5,"Bulgaria","-93.33333333"
"646",NA,"Sep-20",6,"Bulgaria","-100"
"647",NA,"Oct-20",7,"Bulgaria","-93.33333333"
"648",NA,"Nov-20",8,"Bulgaria","-93.33333333"
"649",NA,"Dec-20",9,"Bulgaria","-93.33333333"
"650",NA,"Jan-21",10,"Bulgaria","-86.66666667"
"651",NA,"Feb-21",11,"Bulgaria","-100"
"652",NA,"Mar-21",12,"Bulgaria","-86.66666667"
"653",NA,"Apr-21",13,"Bulgaria","-93.33333333"
"654",NA,"May-21",14,"Bulgaria","-86.66666667"
"655",NA,"Jun-21",15,"Bulgaria","-93.33333333"
"656",NA,"Jul-21",16,"Bulgaria","-93.3333333"
"657",NA,"Apr-20",1,"Croatia","-95.23809524"
"658",NA,"May-20",2,"Croatia","-85.71428571"
"659",NA,"Jun-20",3,"Croatia","-80.95238095"
"660",NA,"Jul-20",4,"Croatia","-90.47619048"
"661",NA,"Aug-20",5,"Croatia","-90.47619048"
"662",NA,"Sep-20",6,"Croatia","-95.23809524"
"663",NA,"Oct-20",7,"Croatia","-90.47619048"
"664",NA,"Nov-20",8,"Croatia","-90.47619048"
"665",NA,"Dec-20",9,"Croatia","-90.47619048"
"666",NA,"Jan-21",10,"Croatia","-80.95238095"
"667",NA,"Feb-21",11,"Croatia","-85.71428571"
"668",NA,"Mar-21",12,"Croatia","-90.47619048"
"669",NA,"Apr-21",13,"Croatia","-85.71428571"
"670",NA,"May-21",14,"Croatia","-85.71428571"
"671",NA,"Jun-21",15,"Croatia","-85.71428571"
"672",NA,"Jul-21",16,"Croatia","-90.4761905"
"673",NA,"Apr-20",1,"Cyprus","-100"
"674",NA,"May-20",2,"Cyprus","-100"
"675",NA,"Jun-20",3,"Cyprus","-100"
"676",NA,"Jul-20",4,"Cyprus","-100"
"677",NA,"Aug-20",5,"Cyprus","-100"
"678",NA,"Sep-20",6,"Cyprus","-100"
"679",NA,"Oct-20",7,"Cyprus","-85.71428571"
"680",NA,"Nov-20",8,"Cyprus","-100"
"681",NA,"Dec-20",9,"Cyprus","-100"
"682",NA,"Jan-21",10,"Cyprus","-100"
"683",NA,"Feb-21",11,"Cyprus","-100"
"684",NA,"Mar-21",12,"Cyprus","-100"
"685",NA,"Apr-21",13,"Cyprus","-100"
"686",NA,"May-21",14,"Cyprus","-100"
"687",NA,"Jun-21",15,"Cyprus","-100"
"688",NA,"Jul-21",16,"Cyprus","-100"
"689",NA,"Apr-20",1,"North Macedonia","-91.66666667"
"690",NA,"May-20",2,"North Macedonia","-100"
"691",NA,"Jun-20",3,"North Macedonia","-100"
"692",NA,"Jul-20",4,"North Macedonia","-100"
"693",NA,"Aug-20",5,"North Macedonia","-91.66666667"
"694",NA,"Sep-20",6,"North Macedonia","-100"
"695",NA,"Oct-20",7,"North Macedonia","-100"
"696",NA,"Nov-20",8,"North Macedonia","-91.66666667"
"697",NA,"Dec-20",9,"North Macedonia","-91.66666667"
"698",NA,"Jan-21",10,"North Macedonia","-91.66666667"
"699",NA,"Feb-21",11,"North Macedonia","-91.66666667"
"700",NA,"Mar-21",12,"North Macedonia","-91.66666667"
"701",NA,"Apr-21",13,"North Macedonia","-91.66666667"
"702",NA,"May-21",14,"North Macedonia","-91.66666667"
"703",NA,"Jun-21",15,"North Macedonia","-91.66666667"
"704",NA,"Jul-21",16,"North Macedonia","-91.6666667"
"705",NA,"Apr-20",1,"Greece","-97.5"
"706",NA,"May-20",2,"Greece","-97.5"
"707",NA,"Jun-20",3,"Greece","-95"
"708",NA,"Jul-20",4,"Greece","-90"
"709",NA,"Aug-20",5,"Greece","-95"
"710",NA,"Sep-20",6,"Greece","-95"
"711",NA,"Oct-20",7,"Greece","-95"
"712",NA,"Nov-20",8,"Greece","-92.5"
"713",NA,"Dec-20",9,"Greece","-92.5"
"714",NA,"Jan-21",10,"Greece","-90"
"715",NA,"Feb-21",11,"Greece","-95"
"716",NA,"Mar-21",12,"Greece","-95"
"717",NA,"Apr-21",13,"Greece","-95"
"718",NA,"May-21",14,"Greece","-90"
"719",NA,"Jun-21",15,"Greece","-95"
"720",NA,"Jul-21",16,"Greece","-95"
"721",NA,"Apr-20",1,"Moldova","-100"
"722",NA,"May-20",2,"Moldova","-100"
"723",NA,"Jun-20",3,"Moldova","-100"
"724",NA,"Jul-20",4,"Moldova","-100"
"725",NA,"Aug-20",5,"Moldova","-100"
"726",NA,"Sep-20",6,"Moldova","-100"
"727",NA,"Oct-20",7,"Moldova","-100"
"728",NA,"Nov-20",8,"Moldova","-100"
"729",NA,"Dec-20",9,"Moldova","-100"
"730",NA,"Jan-21",10,"Moldova","-100"
"731",NA,"Feb-21",11,"Moldova","-100"
"732",NA,"Mar-21",12,"Moldova","-100"
"733",NA,"Apr-21",13,"Moldova","-100"
"734",NA,"May-21",14,"Moldova","-100"
"735",NA,"Jun-21",15,"Moldova","-100"
"736",NA,"Jul-21",16,"Moldova","-100"
"737",NA,"Apr-20",1,"Romania","-96.77419355"
"738",NA,"May-20",2,"Romania","-93.5483871"
"739",NA,"Jun-20",3,"Romania","-90.32258065"
"740",NA,"Jul-20",4,"Romania","-93.5483871"
"741",NA,"Aug-20",5,"Romania","-93.5483871"
"742",NA,"Sep-20",6,"Romania","-96.77419355"
"743",NA,"Oct-20",7,"Romania","-93.5483871"
"744",NA,"Nov-20",8,"Romania","-90.32258065"
"745",NA,"Dec-20",9,"Romania","-96.77419355"
"746",NA,"Jan-21",10,"Romania","-87.09677419"
"747",NA,"Feb-21",11,"Romania","-93.5483871"
"748",NA,"Mar-21",12,"Romania","-83.87096774"
"749",NA,"Apr-21",13,"Romania","-93.5483871"
"750",NA,"May-21",14,"Romania","-87.09677419"
"751",NA,"Jun-21",15,"Romania","-90.32258065"
"752",NA,"Jul-21",16,"Romania","-96.7741935"
"753",NA,"Apr-20",1,"Slovenia","-92.30769231"
"754",NA,"May-20",2,"Slovenia","-100"
"755",NA,"Jun-20",3,"Slovenia","-100"
"756",NA,"Jul-20",4,"Slovenia","-100"
"757",NA,"Aug-20",5,"Slovenia","-100"
"758",NA,"Sep-20",6,"Slovenia","-100"
"759",NA,"Oct-20",7,"Slovenia","-100"
"760",NA,"Nov-20",8,"Slovenia","-100"
"761",NA,"Dec-20",9,"Slovenia","-92.30769231"
"762",NA,"Jan-21",10,"Slovenia","-92.30769231"
"763",NA,"Feb-21",11,"Slovenia","-92.30769231"
"764",NA,"Mar-21",12,"Slovenia","-92.30769231"
"765",NA,"Apr-21",13,"Slovenia","-100"
"766",NA,"May-21",14,"Slovenia","-92.30769231"
"767",NA,"Jun-21",15,"Slovenia","-84.61538462"
"768",NA,"Jul-21",16,"Slovenia","-100"
"769",NA,"Apr-20",1,"Montenegro","-100"
"770",NA,"May-20",2,"Montenegro","-100"
"771",NA,"Jun-20",3,"Montenegro","-100"
"772",NA,"Jul-20",4,"Montenegro","-100"
"773",NA,"Aug-20",5,"Montenegro","-100"
"774",NA,"Sep-20",6,"Montenegro","-100"
"775",NA,"Oct-20",7,"Montenegro","-100"
"776",NA,"Nov-20",8,"Montenegro","-100"
"777",NA,"Dec-20",9,"Montenegro","-100"
"778",NA,"Jan-21",10,"Montenegro","-100"
"779",NA,"Feb-21",11,"Montenegro","-100"
"780",NA,"Mar-21",12,"Montenegro","0"
"781",NA,"Apr-21",13,"Montenegro","-100"
"782",NA,"May-21",14,"Montenegro","-100"
"783",NA,"Jun-21",15,"Montenegro","-100"
"784",NA,"Jul-21",16,"Montenegro","0"
"785",NA,"Apr-20",1,"Serbia","-100"
"786",NA,"May-20",2,"Serbia","-100"
"787",NA,"Jun-20",3,"Serbia","-93.75"
"788",NA,"Jul-20",4,"Serbia","-93.75"
"789",NA,"Aug-20",5,"Serbia","-93.75"
"790",NA,"Sep-20",6,"Serbia","-93.75"
"791",NA,"Oct-20",7,"Serbia","-87.5"
"792",NA,"Nov-20",8,"Serbia","-93.75"
"793",NA,"Dec-20",9,"Serbia","-93.75"
"794",NA,"Jan-21",10,"Serbia","-81.25"
"795",NA,"Feb-21",11,"Serbia","-93.75"
"796",NA,"Mar-21",12,"Serbia","-93.75"
"797",NA,"Apr-21",13,"Serbia","-87.5"
"798",NA,"May-21",14,"Serbia","-93.75"
"799",NA,"Jun-21",15,"Serbia","-93.75"
"800",NA,"Jul-21",16,"Serbia","-93.75"
"801",NA,"Apr-20",1,"Kosovo","-100"
"802",NA,"May-20",2,"Kosovo","-100"
"803",NA,"Jun-20",3,"Kosovo","-100"
"804",NA,"Jul-20",4,"Kosovo","-100"
"805",NA,"Aug-20",5,"Kosovo","-100"
"806",NA,"Sep-20",6,"Kosovo","-100"
"807",NA,"Oct-20",7,"Kosovo","-100"
"808",NA,"Nov-20",8,"Kosovo","-100"
"809",NA,"Dec-20",9,"Kosovo","-100"
"810",NA,"Jan-21",10,"Kosovo","-100"
"811",NA,"Feb-21",11,"Kosovo","-100"
"812",NA,"Mar-21",12,"Kosovo","-100"
"813",NA,"Apr-21",13,"Kosovo","-100"
"814",NA,"May-21",14,"Kosovo","-100"
"815",NA,"Jun-21",15,"Kosovo","-100"
"816",NA,"Jul-21",16,"Kosovo","-100"
"817",NA,"Apr-20",1,"Belarus","-100"
"818",NA,"May-20",2,"Belarus","-100"
"819",NA,"Jun-20",3,"Belarus","-100"
"820",NA,"Jul-20",4,"Belarus","-100"
"821",NA,"Aug-20",5,"Belarus","-100"
"822",NA,"Sep-20",6,"Belarus","-100"
"823",NA,"Oct-20",7,"Belarus","-100"
"824",NA,"Nov-20",8,"Belarus","-85.71428571"
"825",NA,"Dec-20",9,"Belarus","-85.71428571"
"826",NA,"Jan-21",10,"Belarus","-71.42857143"
"827",NA,"Feb-21",11,"Belarus","-100"
"828",NA,"Mar-21",12,"Belarus","-100"
"829",NA,"Apr-21",13,"Belarus","-100"
"830",NA,"May-21",14,"Belarus","-85.71428571"
"831",NA,"Jun-21",15,"Belarus","-85.71428571"
"832",NA,"Jul-21",16,"Belarus","-100"
"833",NA,"Apr-20",1,"Czech Rep.","-98.52941176"
"834",NA,"May-20",2,"Czech Rep.","-100"
"835",NA,"Jun-20",3,"Czech Rep.","-98.52941176"
"836",NA,"Jul-20",4,"Czech Rep.","-98.52941176"
"837",NA,"Aug-20",5,"Czech Rep.","-97.05882353"
"838",NA,"Sep-20",6,"Czech Rep.","-98.52941176"
"839",NA,"Oct-20",7,"Czech Rep.","-97.05882353"
"840",NA,"Nov-20",8,"Czech Rep.","-97.05882353"
"841",NA,"Dec-20",9,"Czech Rep.","-97.05882353"
"842",NA,"Jan-21",10,"Czech Rep.","-92.64705882"
"843",NA,"Feb-21",11,"Czech Rep.","-97.05882353"
"844",NA,"Mar-21",12,"Czech Rep.","-100"
"845",NA,"Apr-21",13,"Czech Rep.","-97.05882353"
"846",NA,"May-21",14,"Czech Rep.","-92.64705882"
"847",NA,"Jun-21",15,"Czech Rep.","-94.11764706"
"848",NA,"Jul-21",16,"Czech Rep.","-97.0588235"
"849",NA,"Apr-20",1,"Estonia","-96.2962963"
"850",NA,"May-20",2,"Estonia","-100"
"851",NA,"Jun-20",3,"Estonia","-100"
"852",NA,"Jul-20",4,"Estonia","-96.2962963"
"853",NA,"Aug-20",5,"Estonia","-96.2962963"
"854",NA,"Sep-20",6,"Estonia","-96.2962963"
"855",NA,"Oct-20",7,"Estonia","-96.2962963"
"856",NA,"Nov-20",8,"Estonia","-96.2962963"
"857",NA,"Dec-20",9,"Estonia","-100"
"858",NA,"Jan-21",10,"Estonia","-96.2962963"
"859",NA,"Feb-21",11,"Estonia","-96.2962963"
"860",NA,"Mar-21",12,"Estonia","-96.2962963"
"861",NA,"Apr-21",13,"Estonia","-96.2962963"
"862",NA,"May-21",14,"Estonia","-100"
"863",NA,"Jun-21",15,"Estonia","-96.2962963"
"864",NA,"Jul-21",16,"Estonia","-96.2962963"
"865",NA,"Apr-20",1,"Hungary","-97.87234043"
"866",NA,"May-20",2,"Hungary","-100"
"867",NA,"Jun-20",3,"Hungary","-97.87234043"
"868",NA,"Jul-20",4,"Hungary","-97.87234043"
"869",NA,"Aug-20",5,"Hungary","-97.87234043"
"870",NA,"Sep-20",6,"Hungary","-97.87234043"
"871",NA,"Oct-20",7,"Hungary","-97.87234043"
"872",NA,"Nov-20",8,"Hungary","-97.87234043"
"873",NA,"Dec-20",9,"Hungary","-97.87234043"
"874",NA,"Jan-21",10,"Hungary","-95.74468085"
"875",NA,"Feb-21",11,"Hungary","-100"
"876",NA,"Mar-21",12,"Hungary","-97.87234043"
"877",NA,"Apr-21",13,"Hungary","-97.87234043"
"878",NA,"May-21",14,"Hungary","-95.74468085"
"879",NA,"Jun-21",15,"Hungary","-95.74468085"
"880",NA,"Jul-21",16,"Hungary","-95.7446809"
"881",NA,"Apr-20",1,"Latvia","-100"
"882",NA,"May-20",2,"Latvia","-100"
"883",NA,"Jun-20",3,"Latvia","-83.33333333"
"884",NA,"Jul-20",4,"Latvia","-100"
"885",NA,"Aug-20",5,"Latvia","-91.66666667"
"886",NA,"Sep-20",6,"Latvia","-91.66666667"
"887",NA,"Oct-20",7,"Latvia","-91.66666667"
"888",NA,"Nov-20",8,"Latvia","-100"
"889",NA,"Dec-20",9,"Latvia","-91.66666667"
"890",NA,"Jan-21",10,"Latvia","-83.33333333"
"891",NA,"Feb-21",11,"Latvia","-100"
"892",NA,"Mar-21",12,"Latvia","-100"
"893",NA,"Apr-21",13,"Latvia","-91.66666667"
"894",NA,"May-21",14,"Latvia","-91.66666667"
"895",NA,"Jun-21",15,"Latvia","-83.33333333"
"896",NA,"Jul-21",16,"Latvia","-91.6666667"
"897",NA,"Apr-20",1,"Lithuania","-100"
"898",NA,"May-20",2,"Lithuania","-100"
"899",NA,"Jun-20",3,"Lithuania","-96.15384615"
"900",NA,"Jul-20",4,"Lithuania","-96.15384615"
"901",NA,"Aug-20",5,"Lithuania","-100"
"902",NA,"Sep-20",6,"Lithuania","-100"
"903",NA,"Oct-20",7,"Lithuania","-96.15384615"
"904",NA,"Nov-20",8,"Lithuania","-96.15384615"
"905",NA,"Dec-20",9,"Lithuania","-92.30769231"
"906",NA,"Jan-21",10,"Lithuania","-96.15384615"
"907",NA,"Feb-21",11,"Lithuania","-96.15384615"
"908",NA,"Mar-21",12,"Lithuania","-96.15384615"
"909",NA,"Apr-21",13,"Lithuania","-96.15384615"
"910",NA,"May-21",14,"Lithuania","-96.15384615"
"911",NA,"Jun-21",15,"Lithuania","-96.15384615"
"912",NA,"Jul-21",16,"Lithuania","-96.1538462"
"913",NA,"Apr-20",1,"Poland","-98.57142857"
"914",NA,"May-20",2,"Poland","-97.85714286"
"915",NA,"Jun-20",3,"Poland","-95.71428571"
"916",NA,"Jul-20",4,"Poland","-97.85714286"
"917",NA,"Aug-20",5,"Poland","-97.85714286"
"918",NA,"Sep-20",6,"Poland","-99.28571429"
"919",NA,"Oct-20",7,"Poland","-96.42857143"
"920",NA,"Nov-20",8,"Poland","-97.14285714"
"921",NA,"Dec-20",9,"Poland","-96.42857143"
"922",NA,"Jan-21",10,"Poland","-93.57142857"
"923",NA,"Feb-21",11,"Poland","-96.42857143"
"924",NA,"Mar-21",12,"Poland","-97.14285714"
"925",NA,"Apr-21",13,"Poland","-96.42857143"
"926",NA,"May-21",14,"Poland","-94.28571429"
"927",NA,"Jun-21",15,"Poland","-96.42857143"
"928",NA,"Jul-21",16,"Poland","-97.1428571"
"929",NA,"Apr-20",1,"Russia","-98.57142857"
"930",NA,"May-20",2,"Russia","-97.85714286"
"931",NA,"Jun-20",3,"Russia","-97.14285714"
"932",NA,"Jul-20",4,"Russia","-97.85714286"
"933",NA,"Aug-20",5,"Russia","-97.85714286"
"934",NA,"Sep-20",6,"Russia","-98.57142857"
"935",NA,"Oct-20",7,"Russia","-96.42857143"
"936",NA,"Nov-20",8,"Russia","-95.71428571"
"937",NA,"Dec-20",9,"Russia","-94.28571429"
"938",NA,"Jan-21",10,"Russia","-93.57142857"
"939",NA,"Feb-21",11,"Russia","-95.71428571"
"940",NA,"Mar-21",12,"Russia","-95.71428571"
"941",NA,"Apr-21",13,"Russia","-95"
"942",NA,"May-21",14,"Russia","-92.85714286"
"943",NA,"Jun-21",15,"Russia","-93.57142857"
"944",NA,"Jul-21",16,"Russia","-95.7142857"
"945",NA,"Apr-20",1,"Slovakia","-100"
"946",NA,"May-20",2,"Slovakia","-100"
"947",NA,"Jun-20",3,"Slovakia","-100"
"948",NA,"Jul-20",4,"Slovakia","-96.2962963"
"949",NA,"Aug-20",5,"Slovakia","-100"
"950",NA,"Sep-20",6,"Slovakia","-96.2962963"
"951",NA,"Oct-20",7,"Slovakia","-100"
"952",NA,"Nov-20",8,"Slovakia","-100"
"953",NA,"Dec-20",9,"Slovakia","-100"
"954",NA,"Jan-21",10,"Slovakia","-92.59259259"
"955",NA,"Feb-21",11,"Slovakia","-96.2962963"
"956",NA,"Mar-21",12,"Slovakia","-100"
"957",NA,"Apr-21",13,"Slovakia","-96.2962963"
"958",NA,"May-21",14,"Slovakia","-96.2962963"
"959",NA,"Jun-21",15,"Slovakia","-92.59259259"
"960",NA,"Jul-21",16,"Slovakia","-96.2962963"
"961",NA,"Apr-20",1,"Ukraine","-97.36842105"
"962",NA,"May-20",2,"Ukraine","-94.73684211"
"963",NA,"Jun-20",3,"Ukraine","-73.68421053"
"964",NA,"Jul-20",4,"Ukraine","-81.57894737"
"965",NA,"Aug-20",5,"Ukraine","-73.68421053"
"966",NA,"Sep-20",6,"Ukraine","-84.21052632"
"967",NA,"Oct-20",7,"Ukraine","-84.21052632"
"968",NA,"Nov-20",8,"Ukraine","-84.21052632"
"969",NA,"Dec-20",9,"Ukraine","-86.84210526"
"970",NA,"Jan-21",10,"Ukraine","-86.84210526"
"971",NA,"Feb-21",11,"Ukraine","-86.84210526"
"972",NA,"Mar-21",12,"Ukraine","-76.31578947"
"973",NA,"Apr-21",13,"Ukraine","-84.21052632"
"974",NA,"May-21",14,"Ukraine","-73.68421053"
"975",NA,"Jun-21",15,"Ukraine","-76.31578947"
"976",NA,"Jul-21",16,"Ukraine","-89.4736842"
"977",NA,"Apr-20",1,"Algeria","-100"
"978",NA,"May-20",2,"Algeria","-100"
"979",NA,"Jun-20",3,"Algeria","-100"
"980",NA,"Jul-20",4,"Algeria","-100"
"981",NA,"Aug-20",5,"Algeria","-100"
"982",NA,"Sep-20",6,"Algeria","-100"
"983",NA,"Oct-20",7,"Algeria","-100"
"984",NA,"Nov-20",8,"Algeria","-100"
"985",NA,"Dec-20",9,"Algeria","-100"
"986",NA,"Jan-21",10,"Algeria","-100"
"987",NA,"Feb-21",11,"Algeria","-100"
"988",NA,"Mar-21",12,"Algeria","-100"
"989",NA,"Apr-21",13,"Algeria","-100"
"990",NA,"May-21",14,"Algeria","-100"
"991",NA,"Jun-21",15,"Algeria","-100"
"992",NA,"Jul-21",16,"Algeria","-50"
"993",NA,"Apr-20",1,"Egypt","-97.61904762"
"994",NA,"May-20",2,"Egypt","-95.23809524"
"995",NA,"Jun-20",3,"Egypt","-95.23809524"
"996",NA,"Jul-20",4,"Egypt","-88.0952381"
"997",NA,"Aug-20",5,"Egypt","-88.0952381"
"998",NA,"Sep-20",6,"Egypt","-90.47619048"
"999",NA,"Oct-20",7,"Egypt","-80.95238095"
"1000",NA,"Nov-20",8,"Egypt","-85.71428571"
"1001",NA,"Dec-20",9,"Egypt","-83.33333333"
"1002",NA,"Jan-21",10,"Egypt","-83.33333333"
"1003",NA,"Feb-21",11,"Egypt","-88.0952381"
"1004",NA,"Mar-21",12,"Egypt","-85.71428571"
"1005",NA,"Apr-21",13,"Egypt","-85.71428571"
"1006",NA,"May-21",14,"Egypt","-76.19047619"
"1007",NA,"Jun-21",15,"Egypt","-76.19047619"
"1008",NA,"Jul-21",16,"Egypt","-88.0952381"
"1009",NA,"Apr-20",1,"Libya","-100"
"1010",NA,"May-20",2,"Libya","-100"
"1011",NA,"Jun-20",3,"Libya","-100"
"1012",NA,"Jul-20",4,"Libya","-100"
"1013",NA,"Aug-20",5,"Libya","-100"
"1014",NA,"Sep-20",6,"Libya","0"
"1015",NA,"Oct-20",7,"Libya","-100"
"1016",NA,"Nov-20",8,"Libya","-100"
