"","","Month","Month1","Country","Percentage Change"
"1504",NA,"Jul-21",16,"Timor-Leste","-93.75"
"1505",NA,"Apr-20",1,"China","-99.18592437"
"1506",NA,"May-20",2,"China","-98.37184874"
"1507",NA,"Jun-20",3,"China","-96.875"
"1508",NA,"Jul-20",4,"China","-98.37184874"
"1509",NA,"Aug-20",5,"China","-98.34558824"
"1510",NA,"Sep-20",6,"China","-97.95168067"
"1511",NA,"Oct-20",7,"China","-97.40021008"
"1512",NA,"Nov-20",8,"China","-96.875"
"1513",NA,"Dec-20",9,"China","-96.50735294"
"1514",NA,"Jan-21",10,"China","-96.08718487"
"1515",NA,"Feb-21",11,"China","-97.13760504"
"1516",NA,"Mar-21",12,"China","-96.71743697"
"1517",NA,"Apr-21",13,"China","-95.98214286"
"1518",NA,"May-21",14,"China","-94.95798319"
"1519",NA,"Jun-21",15,"China","-95.06302521"
"1520",NA,"Jul-21",16,"China","-95.9558824"
"1521",NA,"Apr-20",1,"Hong Kong","-99.42084942"
"1522",NA,"May-20",2,"Hong Kong","-99.22779923"
"1523",NA,"Jun-20",3,"Hong Kong","-98.45559846"
"1524",NA,"Jul-20",4,"Hong Kong","-98.64864865"
"1525",NA,"Aug-20",5,"Hong Kong","-98.45559846"
"1526",NA,"Sep-20",6,"Hong Kong","-98.45559846"
"1527",NA,"Oct-20",7,"Hong Kong","-98.26254826"
"1528",NA,"Nov-20",8,"Hong Kong","-97.87644788"
"1529",NA,"Dec-20",9,"Hong Kong","-96.13899614"
"1530",NA,"Jan-21",10,"Hong Kong","-95.75289575"
"1531",NA,"Feb-21",11,"Hong Kong","-97.1042471"
"1532",NA,"Mar-21",12,"Hong Kong","-96.91119691"
"1533",NA,"Apr-21",13,"Hong Kong","-96.71814672"
"1534",NA,"May-21",14,"Hong Kong","-94.78764479"
"1535",NA,"Jun-21",15,"Hong Kong","-93.82239382"
"1536",NA,"Jul-21",16,"Hong Kong","-94.2084942"
"1537",NA,"Apr-20",1,"Macau","-100"
"1538",NA,"May-20",2,"Macau","-100"
"1539",NA,"Jun-20",3,"Macau","-100"
"1540",NA,"Jul-20",4,"Macau","-100"
"1541",NA,"Aug-20",5,"Macau","-100"
"1542",NA,"Sep-20",6,"Macau","-100"
"1543",NA,"Oct-20",7,"Macau","-100"
"1544",NA,"Nov-20",8,"Macau","-100"
"1545",NA,"Dec-20",9,"Macau","-100"
"1546",NA,"Jan-21",10,"Macau","-100"
"1547",NA,"Feb-21",11,"Macau","-100"
"1548",NA,"Mar-21",12,"Macau","-100"
"1549",NA,"Apr-21",13,"Macau","-100"
"1550",NA,"May-21",14,"Macau","-100"
"1551",NA,"Jun-21",15,"Macau","-100"
"1552",NA,"Jul-21",16,"Macau","-100"
"1553",NA,"Apr-20",1,"Mongolia","-100"
"1554",NA,"May-20",2,"Mongolia","-100"
"1555",NA,"Jun-20",3,"Mongolia","-93.75"
"1556",NA,"Jul-20",4,"Mongolia","-100"
"1557",NA,"Aug-20",5,"Mongolia","-93.75"
"1558",NA,"Sep-20",6,"Mongolia","-93.75"
"1559",NA,"Oct-20",7,"Mongolia","-100"
"1560",NA,"Nov-20",8,"Mongolia","-100"
"1561",NA,"Dec-20",9,"Mongolia","-93.75"
"1562",NA,"Jan-21",10,"Mongolia","-100"
"1563",NA,"Feb-21",11,"Mongolia","-100"
"1564",NA,"Mar-21",12,"Mongolia","-93.75"
"1565",NA,"Apr-21",13,"Mongolia","-100"
"1566",NA,"May-21",14,"Mongolia","-93.75"
"1567",NA,"Jun-21",15,"Mongolia","-93.75"
"1568",NA,"Jul-21",16,"Mongolia","-100"
"1569",NA,"Apr-20",1,"Taiwan","-99.2"
"1570",NA,"May-20",2,"Taiwan","-98.93333333"
"1571",NA,"Jun-20",3,"Taiwan","-97.33333333"
"1572",NA,"Jul-20",4,"Taiwan","-98.4"
"1573",NA,"Aug-20",5,"Taiwan","-98.93333333"
"1574",NA,"Sep-20",6,"Taiwan","-98.93333333"
"1575",NA,"Oct-20",7,"Taiwan","-98.4"
"1576",NA,"Nov-20",8,"Taiwan","-98.93333333"
"1577",NA,"Dec-20",9,"Taiwan","-98.4"
"1578",NA,"Jan-21",10,"Taiwan","-97.86666667"
"1579",NA,"Feb-21",11,"Taiwan","-98.93333333"
"1580",NA,"Mar-21",12,"Taiwan","-97.6"
"1581",NA,"Apr-21",13,"Taiwan","-98.93333333"
"1582",NA,"May-21",14,"Taiwan","-98.4"
"1583",NA,"Jun-21",15,"Taiwan","-97.86666667"
"1584",NA,"Jul-21",16,"Taiwan","-97.0666667"
"1585",NA,"Apr-20",1,"Japan","-99.57416608"
"1586",NA,"May-20",2,"Japan","-99.21930447"
"1587",NA,"Jun-20",3,"Japan","-99.29027679"
"1588",NA,"Jul-20",4,"Japan","-99.14833215"
"1589",NA,"Aug-20",5,"Japan","-98.86444287"
"1590",NA,"Sep-20",6,"Japan","-98.93541519"
"1591",NA,"Oct-20",7,"Japan","-98.86444287"
"1592",NA,"Nov-20",8,"Japan","-97.9418027"
"1593",NA,"Dec-20",9,"Japan","-98.08374734"
"1594",NA,"Jan-21",10,"Japan","-98.15471966"
"1595",NA,"Feb-21",11,"Japan","-98.58055358"
"1596",NA,"Mar-21",12,"Japan","-98.22569198"
"1597",NA,"Apr-21",13,"Japan","-97.72888573"
"1598",NA,"May-21",14,"Japan","-97.01916253"
"1599",NA,"Jun-21",15,"Japan","-97.87083038"
"1600",NA,"Jul-21",16,"Japan","-98.4386089"
"1601",NA,"Apr-20",1,"Dem. Rep. Korea","0"
"1602",NA,"May-20",2,"Dem. Rep. Korea","0"
"1603",NA,"Jun-20",3,"Dem. Rep. Korea","0"
"1604",NA,"Jul-20",4,"Dem. Rep. Korea","0"
"1605",NA,"Aug-20",5,"Dem. Rep. Korea","0"
"1606",NA,"Sep-20",6,"Dem. Rep. Korea","0"
"1607",NA,"Oct-20",7,"Dem. Rep. Korea","0"
"1608",NA,"Nov-20",8,"Dem. Rep. Korea","0"
"1609",NA,"Dec-20",9,"Dem. Rep. Korea","0"
"1610",NA,"Jan-21",10,"Dem. Rep. Korea","0"
"1611",NA,"Feb-21",11,"Dem. Rep. Korea","0"
"1612",NA,"Mar-21",12,"Dem. Rep. Korea","0"
"1613",NA,"Apr-21",13,"Dem. Rep. Korea","0"
"1614",NA,"May-21",14,"Dem. Rep. Korea","0"
"1615",NA,"Jun-21",15,"Dem. Rep. Korea","0"
"1616",NA,"Jul-21",16,"Dem. Rep. Korea","0"
"1617",NA,"Apr-20",1,"Korea","-99.25925926"
"1618",NA,"May-20",2,"Korea","-98.02469136"
"1619",NA,"Jun-20",3,"Korea","-97.5308642"
"1620",NA,"Jul-20",4,"Korea","-97.28395062"
"1621",NA,"Aug-20",5,"Korea","-97.03703704"
"1622",NA,"Sep-20",6,"Korea","-97.5308642"
"1623",NA,"Oct-20",7,"Korea","-96.79012346"
"1624",NA,"Nov-20",8,"Korea","-96.79012346"
"1625",NA,"Dec-20",9,"Korea","-95.0617284"
"1626",NA,"Jan-21",10,"Korea","-94.81481481"
"1627",NA,"Feb-21",11,"Korea","-95.30864198"
"1628",NA,"Mar-21",12,"Korea","-95.30864198"
"1629",NA,"Apr-21",13,"Korea","-94.81481481"
"1630",NA,"May-21",14,"Korea","-93.58024691"
"1631",NA,"Jun-21",15,"Korea","-94.56790123"
"1632",NA,"Jul-21",16,"Korea","-95.0617284"
"1633",NA,"Apr-20",1,"Bangladesh","-97.33333333"
"1634",NA,"May-20",2,"Bangladesh","-96.88888889"
"1635",NA,"Jun-20",3,"Bangladesh","-97.33333333"
"1636",NA,"Jul-20",4,"Bangladesh","-98.66666667"
"1637",NA,"Aug-20",5,"Bangladesh","-98.66666667"
"1638",NA,"Sep-20",6,"Bangladesh","-97.77777778"
"1639",NA,"Oct-20",7,"Bangladesh","-97.33333333"
"1640",NA,"Nov-20",8,"Bangladesh","-96.88888889"
"1641",NA,"Dec-20",9,"Bangladesh","-96"
"1642",NA,"Jan-21",10,"Bangladesh","-96.44444444"
"1643",NA,"Feb-21",11,"Bangladesh","-95.55555556"
"1644",NA,"Mar-21",12,"Bangladesh","-95.55555556"
"1645",NA,"Apr-21",13,"Bangladesh","-95.55555556"
"1646",NA,"May-21",14,"Bangladesh","-92.88888889"
"1647",NA,"Jun-21",15,"Bangladesh","-94.66666667"
"1648",NA,"Jul-21",16,"Bangladesh","-96"
"1649",NA,"Apr-20",1,"Bhutan","-100"
"1650",NA,"May-20",2,"Bhutan","-100"
"1651",NA,"Jun-20",3,"Bhutan","-96.875"
"1652",NA,"Jul-20",4,"Bhutan","-100"
"1653",NA,"Aug-20",5,"Bhutan","-100"
"1654",NA,"Sep-20",6,"Bhutan","-100"
"1655",NA,"Oct-20",7,"Bhutan","-100"
"1656",NA,"Nov-20",8,"Bhutan","-100"
"1657",NA,"Dec-20",9,"Bhutan","-93.75"
"1658",NA,"Jan-21",10,"Bhutan","-100"
"1659",NA,"Feb-21",11,"Bhutan","-100"
"1660",NA,"Mar-21",12,"Bhutan","-96.875"
"1661",NA,"Apr-21",13,"Bhutan","-100"
"1662",NA,"May-21",14,"Bhutan","-100"
"1663",NA,"Jun-21",15,"Bhutan","-100"
"1664",NA,"Jul-21",16,"Bhutan","-96.875"
"1665",NA,"Apr-20",1,"India","-97.48395379"
"1666",NA,"May-20",2,"India","-96.63671374"
"1667",NA,"Jun-20",3,"India","-96.48267009"
"1668",NA,"Jul-20",4,"India","-98.76765083"
"1669",NA,"Aug-20",5,"India","-98.4338896"
"1670",NA,"Sep-20",6,"India","-98.22849807"
"1671",NA,"Oct-20",7,"India","-97.25288832"
"1672",NA,"Nov-20",8,"India","-97.07317073"
"1673",NA,"Dec-20",9,"India","-95.58408216"
"1674",NA,"Jan-21",10,"India","-96.22593068"
"1675",NA,"Feb-21",11,"India","-96.02053915"
"1676",NA,"Mar-21",12,"India","-95.0449294"
"1677",NA,"Apr-21",13,"India","-95.37869063"
"1678",NA,"May-21",14,"India","-96.40564827"
"1679",NA,"Jun-21",15,"India","-95.35301669"
"1680",NA,"Jul-21",16,"India","-95.4300385"
"1681",NA,"Apr-20",1,"Maldives","-100"
"1682",NA,"May-20",2,"Maldives","-100"
"1683",NA,"Jun-20",3,"Maldives","-100"
"1684",NA,"Jul-20",4,"Maldives","-100"
"1685",NA,"Aug-20",5,"Maldives","-100"
"1686",NA,"Sep-20",6,"Maldives","-100"
"1687",NA,"Oct-20",7,"Maldives","-100"
"1688",NA,"Nov-20",8,"Maldives","-100"
"1689",NA,"Dec-20",9,"Maldives","-100"
"1690",NA,"Jan-21",10,"Maldives","-100"
"1691",NA,"Feb-21",11,"Maldives","-100"
"1692",NA,"Mar-21",12,"Maldives","-100"
"1693",NA,"Apr-21",13,"Maldives","-100"
"1694",NA,"May-21",14,"Maldives","-83.33333333"
"1695",NA,"Jun-21",15,"Maldives","-83.33333333"
"1696",NA,"Jul-21",16,"Maldives","-100"
"1697",NA,"Apr-20",1,"Nepal","-98.99159664"
"1698",NA,"May-20",2,"Nepal","-97.4789916"
"1699",NA,"Jun-20",3,"Nepal","-95.79831933"
"1700",NA,"Jul-20",4,"Nepal","-99.83193277"
"1701",NA,"Aug-20",5,"Nepal","-100"
"1702",NA,"Sep-20",6,"Nepal","-99.83193277"
"1703",NA,"Oct-20",7,"Nepal","-97.81512605"
"1704",NA,"Nov-20",8,"Nepal","-98.48739496"
"1705",NA,"Dec-20",9,"Nepal","-98.65546218"
"1706",NA,"Jan-21",10,"Nepal","-98.65546218"
"1707",NA,"Feb-21",11,"Nepal","-97.98319328"
"1708",NA,"Mar-21",12,"Nepal","-98.1512605"
"1709",NA,"Apr-21",13,"Nepal","-97.14285714"
"1710",NA,"May-21",14,"Nepal","-98.1512605"
"1711",NA,"Jun-21",15,"Nepal","-99.15966387"
"1712",NA,"Jul-21",16,"Nepal","-98.9915966"
"1713",NA,"Apr-20",1,"Pakistan","-94.33198381"
"1714",NA,"May-20",2,"Pakistan","-93.72469636"
"1715",NA,"Jun-20",3,"Pakistan","-91.29554656"
"1716",NA,"Jul-20",4,"Pakistan","-96.96356275"
"1717",NA,"Aug-20",5,"Pakistan","-97.9757085"
"1718",NA,"Sep-20",6,"Pakistan","-98.58299595"
"1719",NA,"Oct-20",7,"Pakistan","-95.951417"
"1720",NA,"Nov-20",8,"Pakistan","-96.3562753"
"1721",NA,"Dec-20",9,"Pakistan","-92.30769231"
"1722",NA,"Jan-21",10,"Pakistan","-93.72469636"
"1723",NA,"Feb-21",11,"Pakistan","-95.1417004"
"1724",NA,"Mar-21",12,"Pakistan","-93.11740891"
"1725",NA,"Apr-21",13,"Pakistan","-90.28340081"
"1726",NA,"May-21",14,"Pakistan","-93.11740891"
"1727",NA,"Jun-21",15,"Pakistan","-94.53441296"
"1728",NA,"Jul-21",16,"Pakistan","-96.9635628"
"1729",NA,"Apr-20",1,"Sri Lanka","-98.39142091"
"1730",NA,"May-20",2,"Sri Lanka","-96.51474531"
"1731",NA,"Jun-20",3,"Sri Lanka","-97.85522788"
"1732",NA,"Jul-20",4,"Sri Lanka","-98.92761394"
"1733",NA,"Aug-20",5,"Sri Lanka","-98.65951743"
"1734",NA,"Sep-20",6,"Sri Lanka","-97.05093834"
"1735",NA,"Oct-20",7,"Sri Lanka","-97.58713137"
"1736",NA,"Nov-20",8,"Sri Lanka","-97.85522788"
"1737",NA,"Dec-20",9,"Sri Lanka","-94.63806971"
"1738",NA,"Jan-21",10,"Sri Lanka","-94.90616622"
"1739",NA,"Feb-21",11,"Sri Lanka","-96.51474531"
"1740",NA,"Mar-21",12,"Sri Lanka","-95.44235925"
"1741",NA,"Apr-21",13,"Sri Lanka","-94.63806971"
"1742",NA,"May-21",14,"Sri Lanka","-93.02949062"
"1743",NA,"Jun-21",15,"Sri Lanka","-94.36997319"
"1744",NA,"Jul-21",16,"Sri Lanka","-95.1742627"
"1745",NA,"Apr-20",1,"Afghanistan","-87.5"
"1746",NA,"May-20",2,"Afghanistan","-80.35714286"
"1747",NA,"Jun-20",3,"Afghanistan","-77.67857143"
"1748",NA,"Jul-20",4,"Afghanistan","-95.53571429"
"1749",NA,"Aug-20",5,"Afghanistan","-97.32142857"
"1750",NA,"Sep-20",6,"Afghanistan","-95.53571429"
"1751",NA,"Oct-20",7,"Afghanistan","-91.96428571"
"1752",NA,"Nov-20",8,"Afghanistan","-85.71428571"
"1753",NA,"Dec-20",9,"Afghanistan","-84.82142857"
"1754",NA,"Jan-21",10,"Afghanistan","-90.17857143"
"1755",NA,"Feb-21",11,"Afghanistan","-87.5"
"1756",NA,"Mar-21",12,"Afghanistan","-65.17857143"
"1757",NA,"Apr-21",13,"Afghanistan","-64.28571429"
"1758",NA,"May-21",14,"Afghanistan","-75"
"1759",NA,"Jun-21",15,"Afghanistan","-68.75"
"1760",NA,"Jul-21",16,"Afghanistan","-70.5357143"
"1761",NA,"Apr-20",1,"Armenia","-100"
"1762",NA,"May-20",2,"Armenia","-100"
"1763",NA,"Jun-20",3,"Armenia","-100"
"1764",NA,"Jul-20",4,"Armenia","-100"
"1765",NA,"Aug-20",5,"Armenia","-100"
"1766",NA,"Sep-20",6,"Armenia","-100"
"1767",NA,"Oct-20",7,"Armenia","-100"
"1768",NA,"Nov-20",8,"Armenia","-100"
"1769",NA,"Dec-20",9,"Armenia","-100"
"1770",NA,"Jan-21",10,"Armenia","-100"
"1771",NA,"Feb-21",11,"Armenia","-100"
"1772",NA,"Mar-21",12,"Armenia","-100"
"1773",NA,"Apr-21",13,"Armenia","-100"
"1774",NA,"May-21",14,"Armenia","0"
"1775",NA,"Jun-21",15,"Armenia","-100"
"1776",NA,"Jul-21",16,"Armenia","-100"
"1777",NA,"Apr-20",1,"Azerbaijan","-100"
"1778",NA,"May-20",2,"Azerbaijan","-100"
"1779",NA,"Jun-20",3,"Azerbaijan","-100"
"1780",NA,"Jul-20",4,"Azerbaijan","-100"
"1781",NA,"Aug-20",5,"Azerbaijan","-100"
"1782",NA,"Sep-20",6,"Azerbaijan","-100"
"1783",NA,"Oct-20",7,"Azerbaijan","-100"
"1784",NA,"Nov-20",8,"Azerbaijan","-100"
"1785",NA,"Dec-20",9,"Azerbaijan","-100"
"1786",NA,"Jan-21",10,"Azerbaijan","-100"
"1787",NA,"Feb-21",11,"Azerbaijan","-100"
"1788",NA,"Mar-21",12,"Azerbaijan","-100"
"1789",NA,"Apr-21",13,"Azerbaijan","-100"
"1790",NA,"May-21",14,"Azerbaijan","-100"
"1791",NA,"Jun-21",15,"Azerbaijan","-50"
"1792",NA,"Jul-21",16,"Azerbaijan","-100"
"1793",NA,"Apr-20",1,"Georgia","-100"
"1794",NA,"May-20",2,"Georgia","-100"
"1795",NA,"Jun-20",3,"Georgia","-100"
"1796",NA,"Jul-20",4,"Georgia","-100"
"1797",NA,"Aug-20",5,"Georgia","-66.66666667"
"1798",NA,"Sep-20",6,"Georgia","-100"
"1799",NA,"Oct-20",7,"Georgia","-66.66666667"
"1800",NA,"Nov-20",8,"Georgia","-100"
"1801",NA,"Dec-20",9,"Georgia","-100"
"1802",NA,"Jan-21",10,"Georgia","-66.66666667"
"1803",NA,"Feb-21",11,"Georgia","-100"
"1804",NA,"Mar-21",12,"Georgia","-66.66666667"
"1805",NA,"Apr-21",13,"Georgia","-100"
"1806",NA,"May-21",14,"Georgia","-66.66666667"
"1807",NA,"Jun-21",15,"Georgia","-66.66666667"
"1808",NA,"Jul-21",16,"Georgia","-66.6666667"
"1809",NA,"Apr-20",1,"Kazakhstan","-100"
"1810",NA,"May-20",2,"Kazakhstan","-100"
"1811",NA,"Jun-20",3,"Kazakhstan","-100"
"1812",NA,"Jul-20",4,"Kazakhstan","-88.88888889"
"1813",NA,"Aug-20",5,"Kazakhstan","-100"
"1814",NA,"Sep-20",6,"Kazakhstan","-100"
"1815",NA,"Oct-20",7,"Kazakhstan","-100"
"1816",NA,"Nov-20",8,"Kazakhstan","-100"
"1817",NA,"Dec-20",9,"Kazakhstan","-88.88888889"
"1818",NA,"Jan-21",10,"Kazakhstan","-100"
"1819",NA,"Feb-21",11,"Kazakhstan","-88.88888889"
"1820",NA,"Mar-21",12,"Kazakhstan","-88.88888889"
"1821",NA,"Apr-21",13,"Kazakhstan","-77.77777778"
"1822",NA,"May-21",14,"Kazakhstan","-88.88888889"
"1823",NA,"Jun-21",15,"Kazakhstan","-100"
"1824",NA,"Jul-21",16,"Kazakhstan","-88.8888889"
"1825",NA,"Apr-20",1,"Kyrgyzstan","0"
"1826",NA,"May-20",2,"Kyrgyzstan","0"
"1827",NA,"Jun-20",3,"Kyrgyzstan","0"
"1828",NA,"Jul-20",4,"Kyrgyzstan","0"
"1829",NA,"Aug-20",5,"Kyrgyzstan","0"
"1830",NA,"Sep-20",6,"Kyrgyzstan","0"
"1831",NA,"Oct-20",7,"Kyrgyzstan","0"
"1832",NA,"Nov-20",8,"Kyrgyzstan","0"
"1833",NA,"Dec-20",9,"Kyrgyzstan","0"
"1834",NA,"Jan-21",10,"Kyrgyzstan","0"
"1835",NA,"Feb-21",11,"Kyrgyzstan","0"
"1836",NA,"Mar-21",12,"Kyrgyzstan","0"
"1837",NA,"Apr-21",13,"Kyrgyzstan","0"
"1838",NA,"May-21",14,"Kyrgyzstan","0"
"1839",NA,"Jun-21",15,"Kyrgyzstan","0"
"1840",NA,"Jul-21",16,"Kyrgyzstan","0"
"1841",NA,"Apr-20",1,"Tajikistan","0"
"1842",NA,"May-20",2,"Tajikistan","0"
"1843",NA,"Jun-20",3,"Tajikistan","0"
"1844",NA,"Jul-20",4,"Tajikistan","0"
"1845",NA,"Aug-20",5,"Tajikistan","0"
"1846",NA,"Sep-20",6,"Tajikistan","0"
"1847",NA,"Oct-20",7,"Tajikistan","0"
"1848",NA,"Nov-20",8,"Tajikistan","0"
"1849",NA,"Dec-20",9,"Tajikistan","0"
"1850",NA,"Jan-21",10,"Tajikistan","0"
"1851",NA,"Feb-21",11,"Tajikistan","0"
"1852",NA,"Mar-21",12,"Tajikistan","0"
"1853",NA,"Apr-21",13,"Tajikistan","0"
"1854",NA,"May-21",14,"Tajikistan","0"
"1855",NA,"Jun-21",15,"Tajikistan","0"
"1856",NA,"Jul-21",16,"Tajikistan","0"
"1857",NA,"Apr-20",1,"Turkmenistan","0"
"1858",NA,"May-20",2,"Turkmenistan","0"
"1859",NA,"Jun-20",3,"Turkmenistan","0"
"1860",NA,"Jul-20",4,"Turkmenistan","0"
"1861",NA,"Aug-20",5,"Turkmenistan","0"
"1862",NA,"Sep-20",6,"Turkmenistan","0"
"1863",NA,"Oct-20",7,"Turkmenistan","0"
"1864",NA,"Nov-20",8,"Turkmenistan","0"
"1865",NA,"Dec-20",9,"Turkmenistan","0"
"1866",NA,"Jan-21",10,"Turkmenistan","0"
"1867",NA,"Feb-21",11,"Turkmenistan","0"
"1868",NA,"Mar-21",12,"Turkmenistan","0"
"1869",NA,"Apr-21",13,"Turkmenistan","0"
"1870",NA,"May-21",14,"Turkmenistan","0"
"1871",NA,"Jun-21",15,"Turkmenistan","0"
"1872",NA,"Jul-21",16,"Turkmenistan","0"
"1873",NA,"Apr-20",1,"Uzbekistan","-100"
"1874",NA,"May-20",2,"Uzbekistan","-100"
"1875",NA,"Jun-20",3,"Uzbekistan","-100"
"1876",NA,"Jul-20",4,"Uzbekistan","-100"
"1877",NA,"Aug-20",5,"Uzbekistan","-100"
"1878",NA,"Sep-20",6,"Uzbekistan","-100"
"1879",NA,"Oct-20",7,"Uzbekistan","-100"
"1880",NA,"Nov-20",8,"Uzbekistan","-100"
"1881",NA,"Dec-20",9,"Uzbekistan","-75"
"1882",NA,"Jan-21",10,"Uzbekistan","-100"
"1883",NA,"Feb-21",11,"Uzbekistan","-100"
"1884",NA,"Mar-21",12,"Uzbekistan","-100"
"1885",NA,"Apr-21",13,"Uzbekistan","-100"
"1886",NA,"May-21",14,"Uzbekistan","-75"
"1887",NA,"Jun-21",15,"Uzbekistan","-100"
"1888",NA,"Jul-21",16,"Uzbekistan","-100"
"1889",NA,"Apr-20",1,"Bermuda","0"
"1890",NA,"May-20",2,"Bermuda","0"
"1891",NA,"Jun-20",3,"Bermuda","0"
"1892",NA,"Jul-20",4,"Bermuda","0"
"1893",NA,"Aug-20",5,"Bermuda","0"
"1894",NA,"Sep-20",6,"Bermuda","0"
"1895",NA,"Oct-20",7,"Bermuda","0"
"1896",NA,"Nov-20",8,"Bermuda","0"
"1897",NA,"Dec-20",9,"Bermuda","0"
"1898",NA,"Jan-21",10,"Bermuda","0"
"1899",NA,"Feb-21",11,"Bermuda","0"
"1900",NA,"Mar-21",12,"Bermuda","0"
"1901",NA,"Apr-21",13,"Bermuda","0"
"1902",NA,"May-21",14,"Bermuda","0"
"1903",NA,"Jun-21",15,"Bermuda","0"
"1904",NA,"Jul-21",16,"Bermuda","0"
"1905",NA,"Apr-20",1,"Canada","-99.43609023"
"1906",NA,"May-20",2,"Canada","-99.34210526"
"1907",NA,"Jun-20",3,"Canada","-98.96616541"
"1908",NA,"Jul-20",4,"Canada","-98.77819549"
"1909",NA,"Aug-20",5,"Canada","-99.2481203"
"1910",NA,"Sep-20",6,"Canada","-98.59022556"
"1911",NA,"Oct-20",7,"Canada","-98.02631579"
"1912",NA,"Nov-20",8,"Canada","-97.7443609"
"1913",NA,"Dec-20",9,"Canada","-97.83834586"
"1914",NA,"Jan-21",10,"Canada","-97.46240602"
"1915",NA,"Feb-21",11,"Canada","-98.40225564"
"1916",NA,"Mar-21",12,"Canada","-98.12030075"
"1917",NA,"Apr-21",13,"Canada","-98.02631579"
"1918",NA,"May-21",14,"Canada","-96.89849624"
"1919",NA,"Jun-21",15,"Canada","-96.89849624"
"1920",NA,"Jul-21",16,"Canada","-97.3684211"
"1921",NA,"Apr-20",1,"United States","-99.41894248"
"1922",NA,"May-20",2,"United States","-99.12841371"
"1923",NA,"Jun-20",3,"United States","-98.1696688"
"1924",NA,"Jul-20",4,"United States","-98.46019756"
"1925",NA,"Aug-20",5,"United States","-98.46019756"
"1926",NA,"Sep-20",6,"United States","-98.02440442"
"1927",NA,"Oct-20",7,"United States","-97.93724579"
"1928",NA,"Nov-20",8,"United States","-97.73387565"
"1929",NA,"Dec-20",9,"United States","-97.76292853"
"1930",NA,"Jan-21",10,"United States","-97.38524114"
"1931",NA,"Feb-21",11,"United States","-98.25682743"
"1932",NA,"Mar-21",12,"United States","-96.949448"
"1933",NA,"Apr-21",13,"United States","-97.6757699"
"1934",NA,"May-21",14,"United States","-97.00755375"
"1935",NA,"Jun-21",15,"United States","-95.00290529"
"1936",NA,"Jul-21",16,"United States","-97.5014526"
"1937",NA,"Apr-20",1,"Argentina","-96.1038961"
"1938",NA,"May-20",2,"Argentina","-99.35064935"
"1939",NA,"Jun-20",3,"Argentina","-99.35064935"
"1940",NA,"Jul-20",4,"Argentina","-99.35064935"
"1941",NA,"Aug-20",5,"Argentina","-99.35064935"
"1942",NA,"Sep-20",6,"Argentina","-99.35064935"
"1943",NA,"Oct-20",7,"Argentina","-95.45454545"
"1944",NA,"Nov-20",8,"Argentina","-98.7012987"
"1945",NA,"Dec-20",9,"Argentina","-98.05194805"
"1946",NA,"Jan-21",10,"Argentina","-97.4025974"
"1947",NA,"Feb-21",11,"Argentina","-98.05194805"
"1948",NA,"Mar-21",12,"Argentina","-98.05194805"
"1949",NA,"Apr-21",13,"Argentina","-98.7012987"
"1950",NA,"May-21",14,"Argentina","-98.05194805"
"1951",NA,"Jun-21",15,"Argentina","-97.4025974"
"1952",NA,"Jul-21",16,"Argentina","-96.7532468"
"1953",NA,"Apr-20",1,"Bolivia","-100"
"1954",NA,"May-20",2,"Bolivia","-100"
"1955",NA,"Jun-20",3,"Bolivia","-100"
"1956",NA,"Jul-20",4,"Bolivia","-100"
"1957",NA,"Aug-20",5,"Bolivia","-100"
"1958",NA,"Sep-20",6,"Bolivia","-100"
"1959",NA,"Oct-20",7,"Bolivia","-100"
"1960",NA,"Nov-20",8,"Bolivia","-100"
"1961",NA,"Dec-20",9,"Bolivia","-100"
"1962",NA,"Jan-21",10,"Bolivia","-100"
"1963",NA,"Feb-21",11,"Bolivia","-100"
"1964",NA,"Mar-21",12,"Bolivia","-100"
"1965",NA,"Apr-21",13,"Bolivia","-100"
"1966",NA,"May-21",14,"Bolivia","-100"
"1967",NA,"Jun-21",15,"Bolivia","-100"
"1968",NA,"Jul-21",16,"Bolivia","-100"
"1969",NA,"Apr-20",1,"Brazil","-98.78345499"
"1970",NA,"May-20",2,"Brazil","-99.02676399"
"1971",NA,"Jun-20",3,"Brazil","-96.83698297"
"1972",NA,"Jul-20",4,"Brazil","-99.27007299"
"1973",NA,"Aug-20",5,"Brazil","-99.513382"
"1974",NA,"Sep-20",6,"Brazil","-99.27007299"
"1975",NA,"Oct-20",7,"Brazil","-98.54014599"
"1976",NA,"Nov-20",8,"Brazil","-98.54014599"
"1977",NA,"Dec-20",9,"Brazil","-98.78345499"
"1978",NA,"Jan-21",10,"Brazil","-98.05352798"
"1979",NA,"Feb-21",11,"Brazil","-98.78345499"
"1980",NA,"Mar-21",12,"Brazil","-98.05352798"
"1981",NA,"Apr-21",13,"Brazil","-98.29683698"
"1982",NA,"May-21",14,"Brazil","-96.83698297"
"1983",NA,"Jun-21",15,"Brazil","-96.83698297"
"1984",NA,"Jul-21",16,"Brazil","-97.810219"
"1985",NA,"Apr-20",1,"Chile","-98.52216749"
"1986",NA,"May-20",2,"Chile","-99.50738916"
"1987",NA,"Jun-20",3,"Chile","-99.50738916"
"1988",NA,"Jul-20",4,"Chile","-100"
"1989",NA,"Aug-20",5,"Chile","-99.50738916"
"1990",NA,"Sep-20",6,"Chile","-100"
"1991",NA,"Oct-20",7,"Chile","-99.50738916"
